//X,Y,Z,Normal_change_rate_(0.006)
0.0223493,0.0643059,-0.0440632,0.195313
0.0347962,0.0649376,-0.0446062,0.273829
0.0361532,0.0648398,-0.0442639,0.205855
0.0229256,0.0662805,-0.044316,0.192877
0.0342728,0.0661033,-0.0442334,0.236119
0.033427,0.0669817,-0.0450875,0.112722
0.0331766,0.0683992,-0.0445193,0.067018
0.0245609,0.0675887,-0.0442145,0.149536
0.025948,0.0685595,-0.044597,0.123293
0.0270629,0.0694171,-0.0442948,0.116538
0.0322581,0.0698711,-0.0440842,0.042744
0.0286377,0.0705505,-0.0443248,0.128433
0.0309543,0.0707093,-0.0442956,0.069737
0.0384956,0.0653752,-0.0439707,0.073264
0.0338963,0.0676943,-0.0439801,0.052553
-0.0226052,0.163011,-0.0443353,0.247062
0.0365984,0.0574783,-0.0438767,0.087885
0.0244835,0.0634306,-0.0438899,0.248988
0.0257024,0.0633813,-0.0437943,0.194062
-0.0246122,0.162836,-0.0438101,0.195757
-0.0247794,0.161809,-0.0436672,0.169214
-0.0227188,0.161928,-0.0438274,0.248171
-0.0211014,0.16275799,-0.0438378,0.273476
-0.0229109,0.16488799,-0.0437021,0.226972
-0.02378,0.164258,-0.0436687,0.22323
-0.021552,0.16419999,-0.0436668,0.278287
-0.0247986,0.17361499,-0.043575,0.176565
-0.0246244,0.174587,-0.0436723,0.181846
-0.0232812,0.174642,-0.0435888,0.185659
0.0363846,0.0585618,-0.0425055,0.074742
0.0344419,0.0588864,-0.0429454,0.088815
0.038088,0.0588156,-0.0428009,0.085572
0.039,0.0596791,-0.0423417,0.118981
0.0329848,0.0602789,-0.0429634,0.179107
0.040049,0.0606611,-0.0425815,0.184228
0.0324494,0.0615801,-0.0423736,0.23376
0.0307914,0.0621975,-0.0426076,0.214303
0.0409951,0.0623788,-0.0426229,0.173292
0.0211691,0.0630824,-0.0433099,0.228737
0.0291172,0.0627889,-0.0424919,0.097822
0.0269467,0.0641698,-0.0425271,0.168963
0.0275888,0.0631837,-0.0431625,0.133383
0.0226353,0.0643236,-0.0432304,0.19203
0.0410042,0.0646088,-0.0427979,0.115499
0.0248314,0.0644478,-0.0430667,0.251174
0.0215395,0.0638184,-0.0433271,0.228931
0.0361833,0.0650867,-0.0433445,0.247158
0.0229325,0.0657697,-0.0432083,0.205518
0.0363913,0.0661227,-0.0423638,0.208213
0.0384812,0.065941,-0.0425448,0.051783
0.0405971,0.0658629,-0.0423033,0.083142
0.0352844,0.0664935,-0.0429307,0.235838
0.0244819,0.0663693,-0.0423577,0.199677
0.0345818,0.0682084,-0.0428797,0.025114
0.0249522,0.0676891,-0.0423333,0.186942
0.025816,0.0685704,-0.0425354,0.18002
0.0272007,0.0702118,-0.0419967,0.209067
0.032713,0.0700897,-0.0426755,0.036233
0.0285431,0.0705613,-0.0426999,0.185224
0.030965,0.0709184,-0.0426494,0.085428
-0.0267142,0.160926,-0.042739,0.151967
-0.0246824,0.161066,-0.0425657,0.18119
-0.0228787,0.161479,-0.0424517,0.208831
-0.0265941,0.163091,-0.0424474,0.179599
-0.0213516,0.161883,-0.0421928,0.2084
-0.0208572,0.16302501,-0.0423518,0.211506
-0.0251309,0.16326,-0.0433019,0.210048
-0.0248706,0.164885,-0.043048,0.205494
-0.0211199,0.164565,-0.0424668,0.264519
-0.0225475,0.165711,-0.0428752,0.222158
-0.024563,0.172763,-0.0426093,0.155587
-0.0266499,0.17267101,-0.0426682,0.150875
-0.023199,0.17321,-0.0420219,0.169877
-0.0231705,0.174669,-0.0422411,0.187209
-0.0269653,0.17494901,-0.0427023,0.1548
-0.0246418,0.175558,-0.042551,0.1729
0.0340364,0.0694411,-0.042222,0.021999
-0.0244,0.166215,-0.042491,0.176353
-0.0284423,0.161015,-0.0422368,0.118185
-0.0266533,0.16487101,-0.0423959,0.165808
-0.028672,0.17286199,-0.0423053,0.15119
-0.0286414,0.17443299,-0.0421975,0.131273
0.0347343,0.0596609,-0.0420279,0.122928
0.0279242,0.06375,-0.042139,0.111301
0.0415208,0.063925,-0.0421294,0.112363
0.0360901,0.0679592,-0.0418385,0.01723
0.0288845,0.0721281,-0.0419723,0.15539
0.0302809,0.0713687,-0.0418259,0.142496
-0.0266609,0.149747,-0.0419802,0.221723
-0.0246831,0.149499,-0.0420154,0.240854
-0.0264964,0.151033,-0.0419191,0.181521
-0.0245899,0.15073401,-0.0419118,0.24623
-0.0286078,0.15956201,-0.0419005,0.116494
-0.0266993,0.166217,-0.0420372,0.162885
-0.0229948,0.166135,-0.0420047,0.194195
-0.0275864,0.17175999,-0.0420078,0.154772
0.0262268,0.0656392,-0.0417625,0.188838
0.0269331,0.0725723,-0.0416954,0.127025
0.0269403,0.0739642,-0.0418979,0.090248
0.0288221,0.0744845,-0.0419991,0.084115
0.0270049,0.0758949,-0.0417849,0.098677
0.0284155,0.0759908,-0.0419127,0.083735
-0.0285825,0.164772,-0.041724,0.148207
-0.0287413,0.171529,-0.0416942,0.166023
0.0361921,0.0600934,-0.0404941,0.079392
0.0385855,0.0601192,-0.0405529,0.087715
0.0349023,0.0606573,-0.0408621,0.131596
0.0401241,0.0609624,-0.0402683,0.151519
0.0327933,0.0625444,-0.0406857,0.172099
0.0409658,0.0616517,-0.0405682,0.1448
0.0417601,0.0628577,-0.0408878,0.129079
0.030844,0.0629684,-0.041081,0.139317
0.0289164,0.0643879,-0.0404974,0.043725
0.042557,0.0643246,-0.0405553,0.098866
0.0423384,0.0661759,-0.0404469,0.082037
0.0267499,0.066369,-0.0407234,0.146804
0.0386856,0.0666719,-0.0409602,0.042081
0.0407407,0.0668191,-0.0408202,0.066466
0.025942,0.0679964,-0.0403539,0.204833
0.0369557,0.0682882,-0.0410984,0.01454
0.0262541,0.0700957,-0.0410153,0.217558
0.0362064,0.0697781,-0.0402857,0.014587
0.0345511,0.0700613,-0.0406481,0.015979
0.0326924,0.0706295,-0.0405351,0.029268
0.0310385,0.071935,-0.040848,0.063315
0.0292889,0.0764396,-0.0410871,0.083748
0.0263135,0.0765121,-0.0411889,0.097773
0.026949,0.0774499,-0.0406677,0.104163
-0.0262829,0.148826,-0.0408118,0.207466
-0.0245351,0.14948,-0.0404945,0.198262
-0.0277235,0.149762,-0.0415472,0.17769
-0.023352,0.14998101,-0.0414562,0.245908
-0.0243738,0.15121301,-0.0405104,0.231212
-0.027823,0.151127,-0.0416074,0.186303
-0.0267423,0.15177,-0.0413127,0.187086
-0.0300895,0.159217,-0.0416856,0.065991
-0.0286501,0.15856799,-0.0408062,0.12895
-0.0306095,0.160714,-0.0402499,0.110722
-0.02581,0.16007499,-0.041157,0.173258
-0.0291826,0.161358,-0.0410437,0.162579
-0.0247452,0.16049901,-0.0407229,0.15837
-0.0230171,0.16149899,-0.0406355,0.172915
-0.0280001,0.16313601,-0.0416266,0.182134
-0.0214292,0.163139,-0.0413703,0.200556
-0.0214784,0.16476899,-0.0414417,0.210651
-0.0289453,0.16681901,-0.0408964,0.164799
-0.0225945,0.16507301,-0.0404943,0.193596
-0.027808,0.166467,-0.0415804,0.183212
-0.0242779,0.166586,-0.040402,0.144729
-0.0230636,0.16608199,-0.0407356,0.188576
-0.0326228,0.167135,-0.0415395,0.035398
-0.0268364,0.167124,-0.040503,0.205268
-0.0306536,0.17084999,-0.0407695,0.205601
-0.0265794,0.17129099,-0.0405121,0.142821
-0.0302802,0.17251299,-0.0416342,0.17159
-0.0247478,0.172638,-0.0406514,0.15555
-0.0309834,0.173114,-0.0412126,0.190657
-0.029923,0.173825,-0.0417788,0.181619
-0.0306374,0.174291,-0.04071,0.183455
-0.0290172,0.174813,-0.0404057,0.130937
-0.0267589,0.174991,-0.0403976,0.152359
-0.0246978,0.17469899,-0.0408075,0.175282
-0.0345762,0.0539711,-0.0403628,0.044304
-0.0324121,0.054371,-0.0404343,0.054056
-0.0343855,0.0563417,-0.041433,0.038641
-0.0325047,0.0565167,-0.0414003,0.036564
-0.0366141,0.0564333,-0.0412364,0.019126
-0.0306626,0.056037,-0.0410389,0.036231
-0.0331897,0.056575,-0.0415017,0.029285
-0.034123,0.056575,-0.0415081,0.028732
-0.0308139,0.0580567,-0.0411829,0.032708
-0.0345897,0.0585128,-0.0413087,0.018735
-0.0368209,0.058325,-0.0410621,0.017192
-0.0326759,0.0583659,-0.0412532,0.026378
-0.032758,0.0602354,-0.0409875,0.010019
0.0259733,0.0723259,-0.0411849,0.115702
0.0257701,0.0742836,-0.0412816,0.087521
0.0305916,0.0743126,-0.0406802,0.048737
0.0284615,0.0774225,-0.0403731,0.099346
-0.0286331,0.149361,-0.0405742,0.157699
-0.0289631,0.151308,-0.0410859,0.163884
-0.0307414,0.157327,-0.040225,0.075579
-0.0306722,0.158765,-0.0411352,0.065411
-0.0268122,0.159096,-0.0402896,0.166632
-0.0290542,0.16293199,-0.0410009,0.176333
-0.0309655,0.16496301,-0.0408049,0.070151
-0.0307243,0.166899,-0.0410693,0.109561
-0.0344569,0.166851,-0.0411796,0.035632
-0.033073,0.166076,-0.0412251,0.029567
-0.0326189,0.16495401,-0.0402991,0.028545
-0.0342446,0.16853,-0.040314,0.029659
-0.0326965,0.169026,-0.0403885,0.110286
-0.0309444,0.168696,-0.0404641,0.134645
-0.0286755,0.17070501,-0.0404653,0.211841
-0.0363019,0.0540698,-0.0403438,0.046926
-0.0384118,0.0543021,-0.0402297,0.049162
-0.0387891,0.0564433,-0.0408542,0.037578
-0.0288656,0.0565271,-0.0405831,0.044162
-0.0387562,0.0580889,-0.0405416,0.018979
-0.0288223,0.0580567,-0.0409605,0.045447
-0.026949,0.0582436,-0.0403813,0.044537
-0.0364479,0.0600969,-0.0407589,0.006783
-0.0289722,0.0602242,-0.0408042,0.031382
-0.026781,0.0602598,-0.0408368,0.050281
-0.0308928,0.0603397,-0.0408464,0.020619
-0.0343749,0.0606568,-0.040909,0.006468
0.0342203,0.0618153,-0.0402508,0.16892
0.0255282,0.0674945,-0.0410205,0.187713
0.0384532,0.0678937,-0.0402657,0.015003
0.0249171,0.0758834,-0.0403476,0.101444
0.0299822,0.0761158,-0.0402983,0.076121
-0.0235084,0.15037499,-0.0408875,0.208196
-0.0286939,0.15249699,-0.0405273,0.153627
-0.026843,0.15248901,-0.0404113,0.178989
-0.0325809,0.156918,-0.0402749,0.058389
-0.032696,0.158932,-0.0405631,0.033353
-0.0224486,0.16310599,-0.0403124,0.195179
-0.0307587,0.16302299,-0.0403558,0.11083
-0.0343134,0.16504,-0.0402863,0.022753
-0.0363991,0.16689999,-0.0404851,0.034294
-0.0308146,0.0545577,-0.0399728,0.042862
-0.040895,0.0561325,-0.0400782,0.038939
-0.0386377,0.0603392,-0.0400507,0.007185
-0.02553,0.0601847,-0.0401092,0.053017
-0.0363109,0.0623462,-0.0400744,0.005797
-0.0287196,0.0621682,-0.0404784,0.032303
-0.0308004,0.0621198,-0.0404895,0.010085
-0.0347501,0.0625445,-0.0400224,0.007605
-0.0327716,0.0623173,-0.0402433,0.006581
-0.0251874,0.0622331,-0.0404676,0.048259
-0.0265689,0.0623646,-0.0406931,0.058773
0.0304367,0.0637139,-0.0401346,0.026899
-0.0246615,0.0641744,-0.0401128,0.05055
-0.0269164,0.0645506,-0.0402639,0.050657
-0.0247799,0.065921,-0.0401814,0.042599
0.040495,0.0677059,-0.0397855,0.044565
0.0248478,0.0705974,-0.0401151,0.165545
0.0244815,0.072516,-0.0404096,0.108072
0.0244839,0.074114,-0.0404857,0.104023
-0.0301833,0.14960299,-0.0400441,0.162687
-0.0305351,0.15125699,-0.0405193,0.157856
-0.025368,0.152127,-0.0405417,0.208975
-0.0345258,0.156473,-0.0400121,0.026995
-0.0345248,0.15904599,-0.0399785,0.020555
-0.0289027,0.157923,-0.0401093,0.17063
-0.03652,0.16498201,-0.0401208,0.032364
-0.0361416,0.16819599,-0.0398594,0.025412
-0.0327985,0.170976,-0.0400864,0.16004
-0.032689,0.17287999,-0.0402031,0.142006
-0.0320866,0.17382701,-0.0401893,0.166825
-0.0405182,0.0545272,-0.0398127,0.062074
-0.0276516,0.056925,-0.0401664,0.032685
-0.0406627,0.0581124,-0.0398747,0.022252
-0.0384431,0.062188,-0.0399502,0.008131
-0.028758,0.0643111,-0.0400675,0.026034
-0.0269462,0.0662923,-0.0400394,0.046059
-0.0264011,0.0679836,-0.039961,0.041473
-0.0250656,0.0678278,-0.039894,0.047744
0.0379921,0.0693854,-0.0398228,0.008781
-0.0308322,0.15284,-0.0399407,0.138241
-0.0380208,0.166521,-0.0398502,0.028016
-0.0291031,0.168641,-0.0398575,0.205597
-0.0363881,0.0530502,-0.0386649,0.045558
-0.0344497,0.0529872,-0.0388434,0.036911
-0.033913,0.0532008,-0.039514,0.054428
-0.0332302,0.0532767,-0.0395117,0.047567
-0.029573,0.055175,-0.0399084,0.039877
-0.0262007,0.0577659,-0.0391285,0.036011
-0.024878,0.0602353,-0.0387992,0.036697
0.0368496,0.0608074,-0.0391754,0.047664
0.0387897,0.0609859,-0.0387466,0.074816
-0.0244833,0.0621157,-0.0391294,0.045083
-0.0796802,0.0623305,-0.0397913,0.082475
0.0344281,0.0626727,-0.0387356,0.11065
0.0408574,0.0616326,-0.0383628,0.102563
0.042486,0.0626088,-0.0386572,0.104445
-0.0323471,0.063218,-0.0398334,0.00677
-0.0305869,0.0641856,-0.03978,0.00688
0.0309563,0.0644628,-0.0386229,0.003176
-0.0288001,0.0658686,-0.0396954,0.019953
-0.023998,0.0661648,-0.0390773,0.045023
0.0286765,0.0662884,-0.0386576,0.057897
0.0421921,0.0674674,-0.0396645,0.055074
0.0268224,0.0678246,-0.0383031,0.085684
-0.0243929,0.0680766,-0.0389152,0.035701
-0.0261992,0.069298,-0.0396462,0.040686
0.0253914,0.0690683,-0.03905,0.165777
0.0245037,0.0697825,-0.0384749,0.132429
0.0385015,0.0703854,-0.0385928,0.010553
0.0343862,0.0707773,-0.0387968,0.014865
0.0321584,0.0719716,-0.0396477,0.039784
0.0329183,0.0708814,-0.0393808,0.017337
0.022726,0.072175,-0.0397615,0.144057
0.023627,0.0709971,-0.0398061,0.146668
0.0225212,0.0743528,-0.0399149,0.129076
0.0212326,0.0743764,-0.0396407,0.144153
0.0316115,0.0739583,-0.039762,0.03287
0.0313165,0.0747751,-0.0394975,0.042675
0.0226864,0.0759582,-0.0385515,0.101627
0.0230336,0.075772,-0.0395158,0.11545
0.0306634,0.0760906,-0.0386953,0.057077
0.0256589,0.0772149,-0.0395427,0.083354
0.0287669,0.0773872,-0.0385047,0.074387
0.026554,0.0774065,-0.0382119,0.086242
-0.0267074,0.149203,-0.0386145,0.167708
-0.0307975,0.14911801,-0.0385851,0.120912
-0.0289572,0.148773,-0.0384719,0.113957
-0.0251338,0.15127601,-0.0389861,0.206506
-0.0320572,0.15126,-0.0397562,0.103215
-0.0321609,0.15254,-0.039753,0.091818
-0.025391,0.152558,-0.0389932,0.189507
-0.03082,0.153671,-0.0391249,0.171582
-0.0288977,0.15365601,-0.0388553,0.215744
-0.0360947,0.156737,-0.0397373,0.020582
-0.028962,0.156941,-0.0385464,0.171119
-0.0357266,0.158172,-0.0398039,0.019125
-0.0255071,0.159522,-0.0395201,0.150406
-0.0323468,0.160115,-0.0397792,0.040048
-0.0245654,0.16080099,-0.0384418,0.135503
-0.0236807,0.161404,-0.0394375,0.16237
-0.0324449,0.163091,-0.0397489,0.020551
-0.0380395,0.16482,-0.0395726,0.029867
-0.0363032,0.164313,-0.0394078,0.029321
-0.03486,0.16432101,-0.0394547,0.02165
-0.0250478,0.166549,-0.038827,0.140584
-0.0264078,0.16720399,-0.0383956,0.169259
-0.0276908,0.167873,-0.0393239,0.241401
-0.0348248,0.169347,-0.0393133,0.028015
-0.028064,0.170342,-0.0385342,0.186157
-0.0271751,0.171294,-0.0384382,0.165949
-0.0267216,0.173089,-0.0387477,0.154997
-0.033149,0.173591,-0.0394889,0.139573
-0.0258289,0.173563,-0.0395548,0.168674
-0.0326593,0.174117,-0.0385393,0.140555
-0.0307543,0.174496,-0.0385321,0.153763
-0.0289157,0.174529,-0.0386464,0.150274
-0.0272795,0.174384,-0.0389862,0.138093
-0.0388825,0.0533905,-0.0393776,0.049419
-0.0385388,0.0530653,-0.0385152,0.051957
-0.0319416,0.0533862,-0.0392372,0.045427
-0.0408847,0.0535901,-0.0390297,0.060166
-0.0424811,0.0542732,-0.0386194,0.057642
-0.0287072,0.0547388,-0.038461,0.031797
-0.0427479,0.0560109,-0.039315,0.045465
-0.0281658,0.0557035,-0.0393858,0.038514
-0.0423068,0.0565008,-0.0395406,0.04121
-0.0269236,0.0563197,-0.038441,0.025062
-0.042173,0.0578729,-0.039661,0.028099
-0.0430931,0.058266,-0.0394777,0.024874
-0.0424938,0.0603297,-0.0393415,0.0139
-0.0401897,0.0592583,-0.0396401,0.012863
-0.0795458,0.0608105,-0.0396506,0.094954
-0.0406454,0.0606865,-0.0393944,0.012173
-0.077765,0.0600776,-0.0390608,0.077906
-0.078363,0.061055,-0.03969,0.085661
-0.0818618,0.0619843,-0.0392258,0.094744
-0.0811368,0.0625091,-0.0396104,0.07077
-0.0784563,0.0620583,-0.0397202,0.0763
-0.0778447,0.0626045,-0.0393637,0.080856
-0.0406986,0.0624816,-0.039146,0.009357
-0.0385787,0.0630482,-0.039427,0.008138
-0.034123,0.063225,-0.0396109,0.006306
0.032377,0.063225,-0.039732,0.127385
0.0431026,0.0635511,-0.039015,0.107666
-0.0809977,0.063925,-0.0395598,0.080801
-0.08011,0.0640592,-0.039542,0.067522
-0.0796226,0.0645422,-0.039139,0.072519
-0.0325141,0.0644796,-0.0389707,0.007569
-0.082183,0.0642889,-0.0389732,0.071978
0.0441545,0.0644389,-0.0383124,0.084971
-0.0306684,0.0660523,-0.0388931,0.003824
0.0445171,0.0658353,-0.0386176,0.068319
-0.0293562,0.0665396,-0.0393642,0.012877
-0.0290772,0.0679704,-0.0391759,0.024133
0.0425871,0.0684721,-0.039022,0.053046
0.040882,0.0684742,-0.0390911,0.029134
-0.027769,0.0687486,-0.0395093,0.03423
-0.024924,0.0697447,-0.0382949,0.035371
-0.0287326,0.0699366,-0.0391406,0.03881
-0.0266099,0.0705952,-0.0388877,0.040432
0.0226017,0.0705779,-0.0387006,0.147991
0.0208966,0.0718552,-0.0392616,0.1695
0.021352,0.072675,-0.0395477,0.171091
0.0202862,0.0745076,-0.0387559,0.169172
0.0323607,0.0741835,-0.0387564,0.033202
0.0211811,0.075335,-0.0382739,0.130019
0.0244505,0.0766097,-0.0385112,0.080737
-0.0331303,0.150957,-0.0390699,0.094399
-0.0329153,0.15338901,-0.039123,0.065834
-0.026767,0.153496,-0.0386245,0.200305
-0.0365212,0.155027,-0.0384881,0.01363
-0.0343791,0.154934,-0.038871,0.029814
-0.0305215,0.156424,-0.0388264,0.150052
-0.0368129,0.159125,-0.0392554,0.016163
-0.0263318,0.158434,-0.0383754,0.169694
-0.0327988,0.161292,-0.0391177,0.030514
-0.0311145,0.161525,-0.0394209,0.18851
-0.0331932,0.162536,-0.0393164,0.020771
-0.0390685,0.164698,-0.0392114,0.03724
-0.0390098,0.167193,-0.0390404,0.028385
-0.0383974,0.16818701,-0.0383052,0.026265
-0.0364526,0.169072,-0.0384538,0.025075
-0.028114,0.16916899,-0.0385087,0.191481
-0.0340156,0.16988701,-0.0395164,0.071036
-0.0344957,0.173076,-0.0388227,0.138058
-0.0304748,0.0537271,-0.0387116,0.037972
-0.0444296,0.0560901,-0.0387624,0.047781
-0.044387,0.0578468,-0.0392636,0.030223
-0.0462369,0.0583687,-0.0388577,0.02776
-0.0460967,0.0602528,-0.0390096,0.013309
-0.044448,0.0603602,-0.0391891,0.013393
-0.080108,0.0597669,-0.0392136,0.083522
-0.0821932,0.0602106,-0.0385577,0.084326
-0.0761592,0.0621063,-0.0385924,0.073953
-0.0421275,0.0621349,-0.0388955,0.0103
-0.0239699,0.0640513,-0.0387807,0.042392
-0.0777264,0.0641181,-0.0385891,0.066596
-0.0363366,0.0644609,-0.0382329,0.011741
-0.0344075,0.0641095,-0.0388187,0.008852
-0.031323,0.0647417,-0.0391811,0.007287
0.027445,0.0670517,-0.0391375,0.13281
0.044434,0.0680412,-0.0385602,0.0402
0.0407068,0.0700588,-0.0385143,0.014251
0.018876,0.0722529,-0.0385278,0.249695
0.0330619,0.0721926,-0.038913,0.017924
0.0191933,0.0740043,-0.038333,0.216043
0.0253429,0.0770548,-0.0391412,0.074119
-0.0324706,0.149581,-0.0383802,0.130653
-0.0255688,0.14985,-0.0391829,0.19765
-0.0327444,0.15496799,-0.0388366,0.065665
-0.0374559,0.15652201,-0.0391629,0.013718
-0.0365926,0.161015,-0.0386983,0.01861
-0.034361,0.16119,-0.0389702,0.01866
-0.0344331,0.162976,-0.0390095,0.019676
-0.0236292,0.16315,-0.039105,0.169651
-0.0236535,0.16437501,-0.0392423,0.168874
-0.0347034,0.17077801,-0.0390346,0.112573
-0.0325611,0.0529482,-0.0381195,0.031904
-0.0407023,0.053084,-0.0380003,0.068175
-0.0308414,0.053231,-0.0380087,0.037748
-0.0461618,0.0561394,-0.0380775,0.04363
-0.0254278,0.0582943,-0.0381372,0.031815
-0.0817439,0.0589993,-0.0379192,0.099502
-0.0798171,0.0588132,-0.0381553,0.07917
-0.0781633,0.0589308,-0.0379405,0.075827
-0.0481885,0.0602773,-0.0384793,0.020066
-0.0762532,0.0604126,-0.0380218,0.075632
-0.0834999,0.0624838,-0.0382143,0.097736
-0.0461619,0.0623215,-0.038585,0.010242
-0.0442695,0.0623244,-0.0387023,0.007714
0.0363553,0.0616692,-0.0382658,0.020629
-0.0404096,0.0644048,-0.0381102,0.00813
-0.0386292,0.0642803,-0.0382452,0.011703
-0.0820655,0.0658182,-0.038014,0.069686
-0.0798272,0.0657341,-0.0382654,0.053511
-0.0307666,0.0679366,-0.0384677,0.012541
-0.0307987,0.0697652,-0.0386138,0.03288
0.0425495,0.0697548,-0.0385045,0.030182
0.0445867,0.0697941,-0.0380359,0.036027
0.0362445,0.0707583,-0.0383262,0.011891
-0.030821,0.0716822,-0.0380797,0.050195
-0.0290246,0.0718019,-0.0382853,0.031516
-0.0271714,0.0715594,-0.0381001,0.048924
0.0209178,0.0708102,-0.0381152,0.18961
-0.0345964,0.150958,-0.0382487,0.066115
-0.0262054,0.15097401,-0.0379841,0.202829
-0.0341461,0.153133,-0.0387427,0.038099
-0.0307403,0.155082,-0.0383632,0.164134
-0.0384312,0.155285,-0.0379989,0.008448
-0.0388072,0.156596,-0.0385328,0.010645
-0.0271913,0.157702,-0.0381073,0.177412
-0.0386413,0.158741,-0.0384071,0.013389
-0.025229,0.15943,-0.0379518,0.132969
-0.0385211,0.16086701,-0.0380633,0.021116
