//X,Y,Z,Normal change rate (0.022287)
-0.01072620,0.17966200,-0.02774720,0.024009
-0.08822930,0.10606600,0.00846756,0.028594
-0.07899400,0.15398400,0.00651862,0.082253
-0.02956750,0.12607200,0.01463380,0.042337
-0.08173560,0.15439001,0.01773320,0.025015
-0.07954690,0.10419400,-0.00620274,0.016868
-0.02486080,0.12291300,0.02454290,0.029387
-0.06644160,0.15995701,-0.05337130,0.074452
-0.07848780,0.07052830,0.01744610,0.012715
-0.00967101,0.17322500,-0.02649450,0.016936
-0.05662840,0.05470310,0.00744563,0.137907
-0.01840150,0.12221900,-0.00775134,0.015193
-0.06959520,0.14641200,-0.01803200,0.151743
-0.04125170,0.12319600,-0.00958087,0.028442
-0.06849720,0.14819400,-0.02872600,0.129162
-0.05400360,0.05554300,0.01776740,0.117053
-0.01692030,0.06821680,0.05314990,0.014124
-0.00607221,0.06771020,0.05645010,0.028992
0.00708728,0.06732180,0.05533690,0.005091
-0.01431740,0.11697100,0.03783600,0.007743
0.05389230,0.05575470,0.02662440,0.069287
0.00517855,0.09317380,0.05358730,0.012980
-0.04310380,0.06743880,0.04077370,0.018394
-0.02930690,0.06807330,0.04101600,0.020134
-0.03795550,0.16195400,-0.01280210,0.108680
-0.05611650,0.06543290,0.03419790,0.064202
-0.07617070,0.15555900,-0.00592720,0.157116
-0.05521810,0.12250600,-0.00946488,0.037899
0.01770040,0.10598300,-0.01861380,0.004603
0.05345830,0.06563750,0.02643360,0.044806
-0.08691520,0.09441560,0.00293118,0.015149
-0.07642570,0.16170700,-0.02975170,0.134870
-0.04409590,0.12745300,-0.00327875,0.103144
-0.03129190,0.07982980,0.04349440,0.027180
-0.05494480,0.10634800,-0.01856250,0.005328
-0.07237350,0.11005700,-0.00943257,0.022587
-0.05536590,0.09198290,-0.02117830,0.008144
-0.04880910,0.06601270,0.03739590,0.021685
-0.04730860,0.14515600,0.00688469,0.175942
-0.08039130,0.12963399,-0.00469755,0.010537
-0.04180200,0.10593400,-0.01986920,0.006792
-0.00632139,0.09316520,-0.03289350,0.012966
-0.00597054,0.10613800,-0.02222820,0.006076
-0.02948270,0.15829299,-0.00619266,0.114666
-0.01779530,0.10628900,-0.02177710,0.007074
-0.08852610,0.13783900,0.03939640,0.054635
-0.06749350,0.12839200,-0.00863471,0.065841
0.04636930,0.07151280,0.02167540,0.051766
-0.04095650,0.11716800,-0.01458090,0.008127
-0.01066560,0.16754100,-0.01990130,0.076720
-0.05325470,0.15745600,-0.00281896,0.158953
0.00530988,0.09331290,-0.03018520,0.005394
-0.07734360,0.07272260,0.02665460,0.019471
-0.06250870,0.14993399,-0.01503190,0.188760
-0.06880140,0.06857260,0.03066490,0.012647
-0.05452520,0.08084780,-0.02017070,0.007977
-0.04367680,0.07891600,0.04288550,0.018776
-0.01857480,0.07897030,0.05573530,0.026636
-0.00599993,0.07945480,0.05780080,0.010548
0.00706485,0.08119170,0.05581870,0.008935
-0.08502690,0.14603400,0.00585954,0.051281
0.03701110,0.11039700,0.00265294,0.013251
-0.06830840,0.08033160,0.04071090,0.017171
-0.05589400,0.07925940,0.04353350,0.019215
0.03814560,0.08810560,-0.01386750,0.014887
-0.06428370,0.03964180,0.03962400,0.125300
-0.06986960,0.16853601,-0.03133190,0.091012
-0.06179600,0.15574101,-0.02079230,0.151399
-0.06228480,0.16236000,-0.03962880,0.080948
-0.06868640,0.09237040,0.04219780,0.024679
-0.04935300,0.13929801,0.01479550,0.069477
-0.07841770,0.11012600,0.04178860,0.102337
0.01794160,0.07927470,0.05188620,0.009872
0.00532732,0.12366100,-0.00997105,0.017722
-0.05567740,0.09352060,0.04420700,0.009013
-0.04319240,0.09211540,0.04326890,0.021661
-0.02986260,0.09401240,0.04448050,0.020892
0.02059550,0.08711300,0.04923250,0.008640
0.01721000,0.12766300,0.00512593,0.011617
-0.02901250,0.10671900,-0.02074790,0.015426
0.01854430,0.09481120,0.04775870,0.009627
-0.00588676,0.11662200,-0.01600490,0.007478
-0.05281910,0.16264901,0.00296711,0.187485
0.03580780,0.09585940,-0.01203280,0.017399
-0.09120640,0.13141499,0.02953070,0.014853
-0.06787400,0.10695200,0.04037250,0.110350
-0.04416360,0.10491800,0.04017060,0.015384
0.00749586,0.09835000,0.04882550,0.008582
-0.05549610,0.10389800,0.04114050,0.038338
-0.06690440,0.11571700,0.04734790,0.046874
-0.05015240,0.14032599,0.00258818,0.150974
-0.05545080,0.13242000,-0.00485445,0.107148
-0.01475200,0.18189700,-0.02627810,0.070134
-0.02955800,0.16178299,-0.01433680,0.118216
-0.05618540,0.11127700,0.03737130,0.052301
-0.04098400,0.11049600,0.03708830,0.021248
-0.03200550,0.11046800,0.03704380,0.018756
0.02500330,0.11061100,0.03684590,0.015515
-0.04698700,0.14743400,-0.00222536,0.213079
-0.01834070,0.03523620,0.05079380,0.218238
-0.01784060,0.17048401,-0.01811430,0.069837
-0.05694720,0.03494160,0.04237170,0.137032
0.00583339,0.03510760,0.04209140,0.064094
-0.04280240,0.03515740,0.04168720,0.129114
-0.06646200,0.10477700,-0.01485820,0.008858
0.02574520,0.04591370,0.03811850,0.026059
0.03794510,0.08171670,-0.01415470,0.013384
-0.08442620,0.07977140,0.01863320,0.016486
0.05325040,0.04759000,0.01819030,0.051686
0.01864240,0.05360350,0.04621500,0.005261
0.00732515,0.11824300,-0.01530120,0.009435
-0.03147040,0.15706600,0.00097622,0.107699
0.02862290,0.05687600,0.04076350,0.006551
0.05815910,0.05500160,0.01802540,0.076784
0.01686400,0.08993500,-0.02691040,0.011335
0.01457780,0.05857690,0.05016910,0.006608
0.03672480,0.09181840,0.03662480,0.012119
-0.01988010,0.16640399,-0.01126990,0.087047
0.01502940,0.06773570,0.05206710,0.007823
0.02105240,0.06811610,0.04843460,0.002948
0.02987760,0.06799360,0.04191720,0.005192
0.03683580,0.06784950,0.03664100,0.020189
0.05747480,0.06822180,0.01714250,0.057340
0.03168420,0.07850870,-0.01920800,0.009655
-0.07602710,0.17570400,-0.05069370,0.080750
-0.06553960,0.06078850,0.01757070,0.075648
-0.08060260,0.08144700,0.03065160,0.014096
0.01897490,0.12150600,-0.00694565,0.012746
0.03068400,0.07954610,0.04315070,0.006277
0.03718880,0.07924840,0.03679370,0.011879
0.04193660,0.07959110,0.02959110,0.025981
0.04603200,0.07936940,0.01776940,0.046393
-0.07879210,0.07077730,0.00685585,0.014049
-0.02939870,0.11591700,-0.01470650,0.012360
-0.08699240,0.11351800,0.00410409,0.039126
-0.01421860,0.17401300,-0.02598070,0.061214
0.01747950,0.03521310,-0.00592856,0.039962
0.01621410,0.03584750,-0.01621310,0.037563
0.01932480,0.03583220,0.03132060,0.036009
0.04355440,0.04111010,0.00579916,0.031815
0.02261910,0.04060520,-0.00793544,0.037751
0.01913480,0.04278200,-0.01920950,0.043145
0.04146330,0.04563010,-0.00354513,0.036803
0.04369250,0.04119680,0.01772000,0.034932
0.05128720,0.04639590,0.00580531,0.040237
0.02857770,0.10518100,-0.01423810,0.007302
0.03067480,0.04451240,-0.00617993,0.027603
-0.01841180,0.09480590,-0.03074340,0.016846
-0.03154840,0.03430230,-0.02840810,0.113633
0.02603810,0.04759020,-0.01657940,0.019819
0.05541970,0.06863780,0.00589653,0.053560
0.05203740,0.05507300,-0.00248160,0.059888
0.05673750,0.05422240,0.00512483,0.059257
0.04280490,0.05532860,-0.00604704,0.033548
-0.06200370,0.16742200,-0.05271650,0.083784
0.03411280,0.05417760,-0.00948346,0.022649
0.02951800,0.05605640,-0.01758750,0.017811
-0.01778870,0.11591100,-0.01578380,0.009183
-0.04178380,0.03576020,-0.02641070,0.117978
-0.00518939,0.04304600,-0.02733330,0.068519
-0.06640590,0.03436490,-0.00416668,0.151337
0.04754140,0.07121740,0.00542617,0.060788
0.02491380,0.08251630,-0.02458770,0.003645
-0.02990240,0.04260310,-0.02831790,0.159982
0.02181210,0.05158650,-0.02364920,0.018591
-0.02715370,0.03516080,0.05092670,0.116127
0.01611810,0.11563000,-0.01454510,0.010158
0.03173800,0.06799830,-0.01835320,0.003888
0.04182260,0.06752010,-0.00551555,0.031453
0.05148710,0.06372790,-0.00174794,0.042656
-0.08933030,0.12830900,0.04280230,0.055824
0.04593850,0.07963070,0.00579632,0.044892
-0.07054330,0.14989699,-0.03873190,0.120226
-0.04296170,0.04302420,-0.01762880,0.136312
-0.07196770,0.17784800,-0.04746040,0.069261
-0.07605290,0.17765100,-0.04714570,0.061813
0.03041730,0.11849500,0.00573814,0.007940
-0.07714510,0.16770600,-0.02987980,0.103678
0.02026680,0.09286100,-0.02373630,0.008405
-0.02548150,0.07986970,0.05105460,0.039646
-0.06505410,0.03532590,0.01622370,0.095766
-0.06476760,0.03507920,0.02944810,0.107047
-0.06442670,0.04145910,0.03044760,0.073336
-0.06432000,0.03522610,0.03879140,0.146567
-0.06760000,0.03402990,0.00590491,0.163685
-0.06795340,0.04185880,0.00668394,0.123029
-0.05734970,0.04315480,0.02002290,0.161848
-0.06346320,0.04143210,0.01420520,0.089243
-0.05941300,0.04713820,0.00628538,0.192380
-0.02338340,0.06564160,0.04509760,0.015794
-0.06353800,0.07166500,0.03794630,0.013309
-0.01930360,0.08101280,-0.03843180,0.048314
-0.04272060,0.03435570,-0.01913020,0.098645
-0.00690237,0.03464000,-0.02021710,0.054637
-0.06567870,0.04083320,-0.00401793,0.109450
-0.03839070,0.04192180,-0.02640390,0.086746
-0.05565850,0.04328660,-0.00758834,0.140944
-0.04167850,0.04202760,-0.00999679,0.254191
-0.03222940,0.04465930,-0.01674990,0.209594
-0.03073850,0.05633070,-0.01851700,0.091842
-0.04290260,0.05618970,-0.01130430,0.073048
-0.05502850,0.05665570,-0.00531375,0.096158
-0.02618580,0.05688360,-0.02826940,0.087485
-0.05521890,0.11746100,-0.01337440,0.018958
-0.01906580,0.05466950,-0.03186460,0.053592
-0.06876290,0.06866940,-0.00654941,0.011220
-0.07305040,0.06542000,0.00552859,0.011348
-0.02072340,0.06727930,-0.03655300,0.041763
-0.02907920,0.06742600,-0.02905210,0.011875
-0.03280560,0.06646370,-0.01952150,0.013197
-0.01776080,0.03433190,-0.02591420,0.116047
-0.07736870,0.07325710,-0.00409771,0.022506
0.01516160,0.12610400,-0.00266395,0.016646
-0.08452550,0.08005720,0.00530702,0.010652
-0.07935170,0.07985590,-0.00640565,0.019920
-0.03097280,0.07947010,-0.03124750,0.027904
-0.03551440,0.08180100,-0.02268870,0.061478
-0.06814100,0.08012270,-0.01642780,0.018619
-0.05129320,0.03422700,-0.01290130,0.066486
0.01619240,0.08047900,-0.02921740,0.010262
-0.01444780,0.08792740,-0.03802970,0.035759
-0.01731570,0.04326740,-0.02829060,0.117467
-0.01933280,0.09792510,-0.02479200,0.007451
-0.05554790,0.03368160,-0.00619013,0.106966
0.00702627,0.09784180,-0.02460550,0.007756
-0.01488920,0.12606800,-0.00252126,0.014727
0.01752050,0.05521140,-0.02727560,0.013149
-0.00953661,0.07941040,-0.03798590,0.018281
0.00524266,0.03913360,-0.02194700,0.058106
0.01756530,0.06793390,-0.02893880,0.004419
-0.00579070,0.12807700,-0.00285105,0.014568
0.00626556,0.12804700,-0.00317050,0.015718
0.00559979,0.03466040,-0.01793180,0.051484
0.02982400,0.03591420,0.00488977,0.013517
0.00625193,0.04596230,-0.02637820,0.042386
0.01432530,0.04734840,-0.02515130,0.019882
0.00604086,0.05550730,-0.03043140,0.004982
-0.00613413,0.05463720,-0.03263500,0.009817
-0.03466940,0.05712400,-0.01149530,0.108407
-0.00684543,0.06797420,-0.03594060,0.004485
0.00565580,0.06762370,-0.03291990,0.001974
-0.05697320,0.06516280,-0.00958219,0.057263
-0.04227960,0.06999440,-0.01614630,0.028962
-0.01757190,0.07054730,-0.03822610,0.019951
-0.05558600,0.07229830,-0.01612180,0.009736
-0.06378840,0.07126970,-0.01385350,0.028203
0.00568561,0.07905470,-0.03391890,0.009556
-0.00338429,0.08045110,-0.03672260,0.015605
-0.02489880,0.08150040,-0.03710780,0.041928
-0.04125130,0.07913780,-0.01977460,0.040958
-0.07358190,0.07770260,-0.01220230,0.026298
-0.01806200,0.03526270,-0.01954010,0.065372
-0.03157700,0.03584870,-0.01796690,0.148205
-0.00602034,0.03812370,-0.01451840,0.044529
-0.01778110,0.03825460,-0.01545030,0.053447
0.00753447,0.03555960,-0.00650063,0.021486
0.00430437,0.03840170,-0.00717540,0.026779
-0.00593935,0.03894800,-0.00592129,0.017761
-0.01761420,0.03860550,-0.00584508,0.023569
-0.04303080,0.03413910,-0.00565972,0.064850
0.01892220,0.03510760,0.00499769,0.015627
-0.02991290,0.03839120,-0.00582677,0.170511
0.00512066,0.03483980,0.00558498,0.006556
0.00103528,0.03759170,0.00095222,0.005453
-0.00584714,0.03834190,0.00590803,0.005645
-0.04246210,0.03431440,0.00590597,0.066503
-0.01787300,0.03831660,0.00599471,0.007422
0.02866200,0.03584110,0.01874960,0.015395
-0.05502600,0.03362040,0.00583816,0.147233
-0.02847330,0.03814890,0.00441853,0.019416
-0.00094701,0.03573740,0.01034690,0.006609
0.01932240,0.03518140,0.01966160,0.012628
-0.03423250,0.03375900,0.00717517,0.013202
0.00536022,0.03459560,0.01798710,0.006667
-0.00038571,0.03514590,0.01341710,0.005972
0.03341190,0.03761790,0.02100820,0.038550
-0.00589791,0.03817820,0.01770620,0.006678
-0.03524450,0.03505710,0.01782570,0.003874
-0.01780780,0.03819620,0.01781140,0.008389
-0.02618980,0.03775920,0.01770440,0.004921
-0.05632470,0.03367620,0.01752650,0.170711
0.00114114,0.03766100,0.02234140,0.005861
0.01002530,0.03550290,0.02965600,0.030589
0.00550127,0.03855560,0.02966090,0.025449
-0.00596581,0.03889460,0.02992520,0.025574
-0.03307450,0.03552170,0.02922360,0.079095
-0.02777170,0.03825630,0.03228650,0.122072
-0.01790910,0.03859020,0.02961670,0.080849
-0.04194040,0.03436980,0.02996680,0.067670
0.01524300,0.03561160,0.04126920,0.050797
-0.05543010,0.03425550,0.02979520,0.095931
-0.06605150,0.06111440,0.00585548,0.091782
-0.00654912,0.03503720,0.04539590,0.068096
-0.03078260,0.03475960,0.04329590,0.213756
-0.01808340,0.03481420,0.04587720,0.178225
