//X,Y,Z,Normal change rate (0.006635)
-0.03145490,0.16169301,-0.03991090,0.116880
-0.02510180,0.16084200,-0.03833990,0.178411
-0.02319390,0.16229001,-0.03987260,0.182953
-0.02339740,0.16552900,-0.04021860,0.112865
-0.02593610,0.16620600,-0.03840140,0.173636
-0.02984420,0.16972300,-0.04038910,0.224223
-0.02752130,0.16967399,-0.03888910,0.181377
-0.02625710,0.17373700,-0.03954550,0.106883
-0.03006880,0.17412400,-0.03866210,0.168249
-0.03450530,0.05362960,-0.03993310,0.059622
-0.03037970,0.05434880,-0.03918940,0.046644
-0.03457810,0.05648120,-0.04141980,0.025484
-0.03158370,0.05627680,-0.04121960,0.039248
-0.03017630,0.05881770,-0.04099660,0.027020
-0.03359960,0.05944270,-0.04111460,0.024689
-0.03682090,0.05832500,-0.04106210,0.035665
0.03075060,0.07539470,-0.03911890,0.054213
-0.03020830,0.14928700,-0.03921110,0.080000
-0.02896310,0.15130800,-0.04108590,0.142783
-0.03067220,0.15876500,-0.04113520,0.073217
-0.02739590,0.15734300,-0.03819630,0.159590
-0.03179220,0.16495800,-0.04055200,0.107295
-0.03376500,0.16646300,-0.04120230,0.021175
-0.03467740,0.16963901,-0.03944330,0.089987
-0.03941070,0.05367380,-0.03918710,0.055198
-0.03878910,0.05644330,-0.04085420,0.045395
-0.03977830,0.05929710,-0.03990030,0.015721
-0.02579710,0.05894480,-0.03931110,0.026728
-0.03644790,0.06009690,-0.04075890,0.005628
-0.02897220,0.06022420,-0.04080420,0.038793
-0.02678100,0.06025980,-0.04083680,0.069654
0.03898010,0.06832830,-0.03995800,0.027433
-0.03040810,0.15307200,-0.03940030,0.161284
-0.02609470,0.15222000,-0.03905320,0.201834
-0.03471360,0.15787201,-0.04001900,0.015935
-0.03567910,0.16511101,-0.03995100,0.022625
-0.04258670,0.05489740,-0.03865510,0.040346
-0.03478330,0.06316730,-0.03950040,0.005881
-0.03072130,0.06360340,-0.03982870,0.004411
-0.02583360,0.06333070,-0.04038430,0.051859
-0.02619350,0.06767860,-0.03987190,0.035379
0.02467580,0.07019000,-0.03929500,0.182430
0.02243740,0.07153460,-0.03908760,0.158563
0.02279850,0.07521690,-0.03927050,0.135561
-0.03386400,0.17345300,-0.03875960,0.148101
-0.02758030,0.05631610,-0.03933110,0.021889
-0.03935180,0.06328060,-0.03897570,0.006387
-0.03942110,0.16546901,-0.03892170,0.018664
-0.03541890,0.05301870,-0.03875420,0.045408
-0.02396060,0.06280420,-0.03826470,0.023362
-0.07944680,0.06326840,-0.03941440,0.120208
-0.03022030,0.06673940,-0.03903140,0.002986
-0.02354520,0.06723430,-0.03787470,0.033967
0.02930320,0.06625460,-0.03776510,0.016160
0.03903860,0.07099490,-0.03788980,0.005587
0.03215840,0.07197160,-0.03964770,0.032478
-0.04331900,0.05893510,-0.03938660,0.012060
-0.07896040,0.05990900,-0.03895180,0.072517
-0.08316720,0.06306860,-0.03831100,0.074242
-0.02623510,0.07063310,-0.03842760,0.030176
-0.03032070,0.07093010,-0.03836560,0.028751
0.01973970,0.07425590,-0.03854440,0.159347
-0.03454650,0.14973199,-0.03804200,0.085181
-0.03463680,0.15368800,-0.03851050,0.014704
-0.03887410,0.15756200,-0.03825010,0.008630
-0.03462870,0.16199601,-0.03891890,0.013154
-0.03883140,0.16954800,-0.03730620,0.043643
-0.04722630,0.05923430,-0.03859380,0.030416
-0.08279810,0.05950560,-0.03783080,0.090987
-0.07506130,0.06313550,-0.03774080,0.071920
-0.04336750,0.06326880,-0.03839490,0.004718
0.01867610,0.07194320,-0.03789900,0.208390
-0.03256110,0.05294820,-0.03811950,0.040470
-0.04688690,0.05619040,-0.03771990,0.016512
-0.07625320,0.06041260,-0.03802180,0.060772
-0.04748150,0.06374900,-0.03788960,0.006374
-0.08206550,0.06581820,-0.03801400,0.096028
-0.07908780,0.06570930,-0.03801070,0.044581
0.04343990,0.07047540,-0.03795190,0.029463
-0.03955100,0.16212700,-0.03753730,0.011629
-0.03502630,0.06708370,-0.03790890,0.020047
-0.03345230,0.06995440,-0.03798260,0.029324
-0.05106750,0.05921640,-0.03741050,0.032710
-0.05140880,0.06310550,-0.03747640,0.024913
0.03360890,0.07419080,-0.03754980,0.033317
-0.03941990,0.17263600,-0.03766840,0.061661
-0.03123600,0.05289590,-0.03568530,0.026971
-0.02914940,0.05333000,-0.03491340,0.024159
-0.04314910,0.05337070,-0.03492100,0.007280
-0.02700810,0.05532260,-0.03483490,0.014368
-0.04739990,0.05502460,-0.03515730,0.028710
-0.02423480,0.05999530,-0.03698570,0.030393
0.03762700,0.06145120,-0.03767970,0.068658
0.03908690,0.06302960,-0.03490220,0.026101
-0.07396850,0.06222460,-0.03672860,0.080774
0.04361190,0.06313920,-0.03515640,0.101380
-0.08264200,0.06615170,-0.03553500,0.059586
-0.07888350,0.06688140,-0.03452800,0.030920
0.04557900,0.06655000,-0.03760520,0.033115
0.04750930,0.06770060,-0.03487160,0.066574
0.02757520,0.06820800,-0.03547220,0.020554
-0.03481280,0.07078100,-0.03474230,0.021540
0.03916220,0.07261320,-0.03631410,0.023017
0.01858770,0.07257060,-0.03587860,0.147982
0.03509320,0.07502140,-0.03494610,0.036997
0.01875210,0.07368920,-0.03664650,0.172178
0.02558650,0.07643120,-0.03550680,0.156307
-0.02795870,0.14973401,-0.03472200,0.085901
-0.03430530,0.14833400,-0.03548910,0.094774
-0.02751910,0.15400600,-0.03519740,0.077895
-0.02741960,0.15789500,-0.03518980,0.081337
-0.04343880,0.16134401,-0.03568990,0.003612
-0.04248390,0.16506100,-0.03741780,0.024205
-0.04317320,0.17343700,-0.03546790,0.099203
-0.04591240,0.18156300,-0.03740730,0.132304
-0.04324610,0.18168899,-0.03490460,0.118862
-0.04315570,0.18285200,-0.03753180,0.113242
-0.04250880,0.18429200,-0.03768600,0.067155
-0.04244980,0.18436100,-0.03654470,0.104922
-0.03458970,0.05292420,-0.03520000,0.005405
-0.02517270,0.05764260,-0.03534490,0.020054
-0.08606580,0.06049280,-0.03689950,0.140906
-0.08672370,0.05892420,-0.03554880,0.087798
-0.08362640,0.05916530,-0.03397030,0.121968
-0.07514000,0.06020300,-0.03540460,0.020029
-0.08459780,0.06333360,-0.03493590,0.051970
0.03479630,0.06418920,-0.03563840,0.021743
-0.07520280,0.06710580,-0.03514620,0.065835
-0.04356050,0.06611850,-0.03689880,0.014305
-0.03930130,0.06607750,-0.03695950,0.007916
0.03157790,0.06605180,-0.03537190,0.053876
-0.02442050,0.07056520,-0.03689580,0.061520
0.02552020,0.06990650,-0.03460030,0.129618
0.04514300,0.07068680,-0.03704660,0.028882
0.03031280,0.07636950,-0.03550450,0.068097
-0.03698280,0.15081300,-0.03717300,0.019871
-0.03826790,0.15295000,-0.03711510,0.016246
-0.04071980,0.15298501,-0.03649000,0.005512
-0.04110170,0.15685000,-0.03727960,0.006735
-0.04365610,0.16629900,-0.03629630,0.017696
-0.02837600,0.16896100,-0.03664250,0.152357
-0.04274280,0.17058501,-0.03728440,0.036210
-0.04217300,0.17155001,-0.03760740,0.043265
-0.03959460,0.17432500,-0.03456900,0.149194
-0.03516840,0.17381500,-0.03458780,0.134420
-0.04690300,0.18105300,-0.03492520,0.096110
-0.04047510,0.18159400,-0.03573580,0.113242
-0.03908130,0.05293630,-0.03550620,0.023633
-0.05058850,0.05618460,-0.03494160,0.042959
-0.07911090,0.05876480,-0.03475630,0.033720
-0.05243080,0.05811650,-0.03630130,0.040107
-0.05430560,0.06331570,-0.03697650,0.028898
-0.02353880,0.06036470,-0.03442920,0.014890
-0.02222910,0.06338650,-0.03537390,0.018973
-0.07112460,0.06306330,-0.03507220,0.073416
0.04673530,0.06401860,-0.03452020,0.104884
-0.07092150,0.06719100,-0.03491570,0.049071
-0.04742910,0.06734250,-0.03606760,0.008626
-0.03661390,0.06806050,-0.03631910,0.031989
-0.02181670,0.07108490,-0.03607050,0.049256
0.04667550,0.07043970,-0.03404600,0.030082
0.02236850,0.07201540,-0.03480280,0.189375
0.04291950,0.07270210,-0.03504440,0.031078
-0.02624720,0.07258120,-0.03540400,0.088568
-0.03028970,0.07258040,-0.03524710,0.030017
0.02246090,0.07506400,-0.03441910,0.247825
-0.03534000,0.14553501,-0.03524480,0.040327
-0.03873150,0.14539200,-0.03447910,0.049308
-0.03940720,0.14827000,-0.03629820,0.018673
-0.03062630,0.14921500,-0.03444990,0.097048
-0.04346440,0.15664800,-0.03567910,0.003967
-0.02732760,0.16177601,-0.03545390,0.146020
-0.04041750,0.16885500,-0.03633550,0.040174
-0.04385000,0.16959700,-0.03647840,0.018992
-0.03043180,0.16997300,-0.03466750,0.080421
-0.03185560,0.17342401,-0.03538510,0.135757
-0.04739170,0.17753799,-0.03483260,0.160644
-0.05509900,0.05889800,-0.03502950,0.049099
-0.05628900,0.06323590,-0.03641550,0.022152
-0.05096870,0.06738920,-0.03558170,0.006129
-0.02741440,0.16558400,-0.03600300,0.113144
-0.05519260,0.06708580,-0.03529340,0.003786
-0.04278410,0.06843330,-0.03604650,0.011737
-0.03856730,0.06827070,-0.03550140,0.040937
-0.02182460,0.07506930,-0.03609500,0.033850
-0.02168950,0.07953110,-0.03583600,0.041193
-0.05046650,0.17753400,-0.03468190,0.154676
-0.05920570,0.06332240,-0.03541800,0.062470
-0.05909860,0.06736760,-0.03453950,0.004287
-0.02097760,0.06672270,-0.03532150,0.057578
-0.04699370,0.07161910,-0.03588740,0.017366
-0.04296440,0.07157990,-0.03474100,0.036567
-0.05152970,0.07100440,-0.03555770,0.008329
-0.05117880,0.07572740,-0.03589150,0.027629
-0.04724300,0.07501610,-0.03498560,0.037436
-0.02615200,0.07541050,-0.03460180,0.057145
-0.05549020,0.07501750,-0.03590320,0.018288
-0.05877060,0.07510720,-0.03523950,0.006638
-0.05906150,0.07892870,-0.03588890,0.020808
-0.05512340,0.07946000,-0.03597780,0.015636
-0.05111850,0.07902710,-0.03485790,0.022530
-0.02591900,0.07913870,-0.03536880,0.033825
-0.02568270,0.08322130,-0.03521000,0.035096
-0.02169870,0.08299170,-0.03533720,0.064856
-0.02255410,0.08779910,-0.03484240,0.055699
-0.04342820,0.15252399,-0.03494450,0.004269
-0.04722960,0.16989601,-0.03472630,0.020068
-0.04054810,0.17888901,-0.03511300,0.117125
-0.04247200,0.17765400,-0.03452750,0.164113
-0.05535750,0.07116600,-0.03463250,0.010552
-0.05946930,0.08315710,-0.03551940,0.024580
-0.06310890,0.08293600,-0.03520850,0.011328
-0.04179800,0.14680500,-0.03381590,0.017682
-0.04681330,0.16576900,-0.03473590,0.004010
-0.05914920,0.06037150,-0.03347870,0.040969
-0.06715890,0.06748510,-0.03387160,0.090624
-0.01977260,0.06796240,-0.03411220,0.051091
-0.03957690,0.07020660,-0.03387350,0.045787
-0.01884900,0.07148730,-0.03387990,0.026995
-0.01885420,0.07530130,-0.03402400,0.007732
0.03936440,0.07521000,-0.03368520,0.053936
-0.01913140,0.07924660,-0.03379910,0.006279
-0.06376960,0.07889160,-0.03442160,0.008463
-0.05509890,0.08372440,-0.03423180,0.018014
0.03890600,0.07882660,-0.03487780,0.021990
0.03956080,0.08309320,-0.03508620,0.008333
0.03480440,0.08288550,-0.03474410,0.005019
-0.02524740,0.08686980,-0.03377130,0.047429
0.01366040,0.13627300,-0.03531110,0.006974
0.01790390,0.13627100,-0.03507400,0.003248
0.00983124,0.13634899,-0.03511400,0.005179
0.01378140,0.14025000,-0.03515590,0.004324
0.02223820,0.14046000,-0.03531670,0.003109
0.01790930,0.14028400,-0.03535340,0.005439
0.02604600,0.13995200,-0.03516830,0.002748
0.03069720,0.14035900,-0.03508300,0.002667
0.01767520,0.14406700,-0.03492980,0.002449
0.02262990,0.14398301,-0.03535890,0.003772
0.02626240,0.14360300,-0.03545770,0.004484
0.03057360,0.14410700,-0.03521270,0.003125
-0.04337620,0.14880800,-0.03399660,0.014745
-0.04678420,0.15817900,-0.03352570,0.009435
-0.02909350,0.16226500,-0.03359750,0.035589
-0.02969970,0.16630900,-0.03396480,0.003830
-0.05083140,0.17458300,-0.03387260,0.106583
-0.06714430,0.06391060,-0.03365980,0.093530
-0.06307570,0.06336930,-0.03372590,0.083098
-0.06329320,0.06748060,-0.03382360,0.065487
-0.05904600,0.07141680,-0.03350950,0.017525
-0.04780460,0.07849400,-0.03322280,0.009651
0.03539240,0.07898920,-0.03486030,0.034576
0.04306400,0.07936540,-0.03376160,0.013923
-0.05215540,0.08266480,-0.03347980,0.008488
-0.06335670,0.08772660,-0.03383300,0.016673
-0.05918560,0.08689730,-0.03382240,0.012355
0.03446620,0.08724740,-0.03425430,0.004838
0.03917070,0.08765870,-0.03375930,0.019739
0.03496480,0.09177710,-0.03452600,0.006478
0.00580783,0.12430400,-0.03476030,0.005327
0.00588567,0.12843899,-0.03497190,0.005954
0.00998060,0.12824400,-0.03475200,0.005335
0.00577682,0.13222501,-0.03482670,0.003621
0.00980605,0.13232499,-0.03511050,0.005480
0.01371480,0.13214999,-0.03482960,0.003722
0.01819030,0.13185599,-0.03407630,0.011342
0.02153830,0.13618200,-0.03465220,0.001762
0.03475080,0.13648701,-0.03452360,0.004094
0.02636020,0.13649400,-0.03437640,0.002548
0.00974587,0.14091100,-0.03433250,0.006146
0.03084980,0.13573299,-0.03415180,0.003977
0.03509820,0.14004700,-0.03499580,0.004698
0.03894700,0.14053901,-0.03448650,0.002960
0.01362210,0.14474800,-0.03415030,0.008404
0.03520810,0.14455400,-0.03465960,0.003430
0.02663520,0.14845900,-0.03421660,0.007372
0.03033680,0.14901100,-0.03388970,0.008475
0.02206470,0.14877000,-0.03388130,0.007928
0.03440320,0.06575120,-0.03350350,0.051999
-0.04426930,0.07420850,-0.03367110,0.010313
-0.06330400,0.07573340,-0.03360800,0.003352
0.03086980,0.07888610,-0.03419540,0.056005
0.04311930,0.08287830,-0.03360910,0.025228
-0.06702470,0.08353850,-0.03361020,0.007745
0.02600360,0.08347150,-0.03420630,0.003983
0.02594640,0.08743900,-0.03431900,0.005668
0.03030810,0.08748600,-0.03470220,0.002381
0.02984060,0.09185840,-0.03458960,0.004706
-0.02222050,0.09083200,-0.03361560,0.067463
0.03461500,0.09621640,-0.03468400,0.007069
0.03019970,0.09672780,-0.03398760,0.007245
0.03903540,0.09643700,-0.03411740,0.008404
0.03412280,0.10034000,-0.03428350,0.015106
0.03951270,0.10054300,-0.03442190,0.004803
0.00229691,0.11626000,-0.03429200,0.010293
0.00208451,0.12035300,-0.03460220,0.006060
-0.00189543,0.12035200,-0.03422570,0.002932
0.00178292,0.12437200,-0.03463000,0.004750
0.00193513,0.12850000,-0.03444140,0.001611
0.01403430,0.12822799,-0.03401790,0.014199
0.00182458,0.13250200,-0.03400400,0.004959
0.00587321,0.13618200,-0.03439710,0.002432
0.02223340,0.13255200,-0.03357770,0.009476
0.03952240,0.13628800,-0.03448330,0.006274
0.03904880,0.14436200,-0.03391700,0.003778
0.01807700,0.14831300,-0.03369740,0.008412
0.03482760,0.14830400,-0.03373390,0.005468
-0.04736290,0.16155800,-0.03356610,0.006026
-0.07290690,0.06092100,-0.03383170,0.012747
0.02592400,0.07939150,-0.03398880,0.064149
0.03073720,0.08305950,-0.03438990,0.001631
-0.06653300,0.08694440,-0.03345780,0.026591
0.02591950,0.09212070,-0.03362160,0.008752
0.03950540,0.09253280,-0.03350800,0.011163
0.04325590,0.10033300,-0.03355810,0.004804
0.03554720,0.10418000,-0.03384490,0.010175
0.03954440,0.10470900,-0.03435420,0.007584
0.04344630,0.10481200,-0.03386500,0.005809
0.03918600,0.10851600,-0.03385940,0.011399
0.04350860,0.10872000,-0.03413140,0.004063
-0.00203999,0.11271600,-0.03441250,0.003117
-0.00601540,0.11265900,-0.03401190,0.005538
0.00213785,0.11226800,-0.03392250,0.012706
-0.00618267,0.11644600,-0.03372050,0.004072
-0.00196266,0.11678000,-0.03435770,0.003118
0.00635801,0.12025000,-0.03414120,0.014851
0.04268000,0.12045700,-0.03397780,0.006328
0.04726460,0.12047600,-0.03406560,0.002047
-0.00206650,0.12448000,-0.03383450,0.004261
0.04272550,0.12456200,-0.03416980,0.007582
0.04736320,0.12422900,-0.03411130,0.002191
0.01039880,0.12436100,-0.03394510,0.013240
0.04343060,0.12849900,-0.03426760,0.004147
0.04699150,0.12846500,-0.03397460,0.001401
-0.00175034,0.12854300,-0.03349220,0.005437
0.01738520,0.12884900,-0.03327800,0.009710
0.04351380,0.13222100,-0.03422520,0.003630
0.03907030,0.13215899,-0.03408310,0.013456
0.00246756,0.13624100,-0.03351030,0.004378
0.04345810,0.13610201,-0.03411880,0.004043
0.04365140,0.14055400,-0.03373600,0.004807
0.00620732,0.14028400,-0.03349310,0.003077
0.01048070,0.14399900,-0.03355290,0.006009
-0.04661650,0.17367201,-0.03327510,0.109574
-0.05337300,0.05709590,-0.03336250,0.028843
0.04256140,0.07586410,-0.03322560,0.029116
-0.06596610,0.07999620,-0.03357640,0.003300
0.04243160,0.08613530,-0.03342620,0.019823
0.03107370,0.10054100,-0.03339840,0.011184
-0.00188507,0.10471000,-0.03354460,0.009601
-0.00579600,0.10390000,-0.03368310,0.005318
-0.00982921,0.10429800,-0.03359700,0.001824
-0.00195033,0.10873100,-0.03399700,0.007859
-0.00969714,0.10882400,-0.03346430,0.006709
-0.00599309,0.10866800,-0.03395680,0.004288
0.04699060,0.10805900,-0.03344250,0.010351
0.00136676,0.10885600,-0.03347880,0.015611
0.03941820,0.11246800,-0.03339640,0.010700
0.04296400,0.11265000,-0.03394960,0.009836
0.04757060,0.11254900,-0.03367030,0.005944
0.04730590,0.11642200,-0.03391740,0.002906
0.04303110,0.11649800,-0.03390430,0.006848
0.00626342,0.11669300,-0.03345440,0.012989
-0.00562169,0.12063900,-0.03351040,0.005652
0.03955550,0.12858400,-0.03364340,0.010282
0.04750030,0.13251500,-0.03374460,0.002784
0.03484650,0.13263001,-0.03340460,0.013629
0.04721750,0.13624801,-0.03358870,0.002407
-0.04574700,0.15314300,-0.03320370,0.003781
0.03970680,0.06436430,-0.03067030,0.034582
-0.08349590,0.06735520,-0.03048630,0.055037
0.04914630,0.06639300,-0.03341170,0.083968
0.03071500,0.06685350,-0.03202780,0.060694
-0.01771550,0.07131240,-0.03070440,0.022490
-0.03900450,0.07165420,-0.03133610,0.032861
-0.03103500,0.07289050,-0.03196500,0.038762
0.02262450,0.07884030,-0.03316560,0.012438
0.02275220,0.08318250,-0.03340980,0.004807
-0.01926320,0.08285660,-0.03304020,0.012169
0.02310920,0.08767210,-0.03325090,0.005795
0.04340460,0.08791960,-0.03087100,0.032301
-0.02255160,0.09224140,-0.03164840,0.030982
0.02743210,0.09604100,-0.03321490,0.005524
0.04191120,0.09674200,-0.03326420,0.006776
-0.00623099,0.10027900,-0.03353330,0.004567
-0.00960030,0.10043200,-0.03359460,0.001851
0.03258150,0.10376000,-0.03303980,0.004580
0.04564400,0.10441800,-0.03339630,0.009850
0.03616150,0.10798100,-0.03317600,0.008360
0.00112417,0.10597000,-0.03308020,0.007302
-0.00876593,0.11264000,-0.03352810,0.005707
0.04039020,0.11661400,-0.03334290,0.009086
0.05042700,0.11701000,-0.03328500,0.002778
0.05099310,0.12066400,-0.03323830,0.002882
0.00947176,0.12105300,-0.03331960,0.008848
0.04030550,0.12072400,-0.03341570,0.005614
-0.00497581,0.12443200,-0.03302930,0.006404
0.03960780,0.12503999,-0.03325730,0.007952
0.05116770,0.12468300,-0.03328080,0.002157
0.01289840,0.12438300,-0.03303880,0.007691
0.05095620,0.12837900,-0.03310000,0.002523
0.03663290,0.12950100,-0.03305280,0.010554
-0.00131642,0.13173001,-0.03328750,0.003162
0.04986230,0.13201500,-0.03317710,0.005295
0.02710050,0.13381200,-0.03332110,0.010228
0.03150300,0.13349600,-0.03339070,0.012290
0.00700812,0.14327900,-0.03285660,0.003217
0.04292330,0.14360499,-0.03315190,0.002903
-0.03481800,0.14477400,-0.03126930,0.049156
-0.03968480,0.14398800,-0.03183910,0.034010
0.01440070,0.14761800,-0.03323230,0.005169
-0.03309890,0.14771099,-0.03254840,0.055184
-0.02933010,0.15245500,-0.03123660,0.104151
-0.05072080,0.16674399,-0.03285080,0.007390
-0.05140350,0.17028800,-0.03153320,0.033174
-0.03268630,0.17105600,-0.03290200,0.038024
-0.03522300,0.05311650,-0.03031140,0.011414
-0.03173210,0.05294620,-0.03178570,0.015371
-0.04355000,0.05386450,-0.03064980,0.003296
-0.03005860,0.05430460,-0.03034960,0.014630
-0.04720170,0.05508140,-0.03090700,0.003314
-0.05111310,0.05652400,-0.03116620,0.011893
-0.05533100,0.05843960,-0.03012010,0.007699
-0.02582070,0.05892350,-0.03044830,0.023412
-0.07898640,0.05872490,-0.03063840,0.004894
-0.02382380,0.06031700,-0.03183210,0.008518
-0.07506300,0.05961450,-0.03046840,0.001088
-0.07189420,0.06069890,-0.03076680,0.007580
-0.08503260,0.06274100,-0.03122050,0.077541
-0.02217050,0.06329380,-0.03061310,0.011195
-0.06700090,0.06241890,-0.03109680,0.069256
-0.06367070,0.06196050,-0.03036670,0.093449
0.04326490,0.06316810,-0.03110950,0.036175
0.04693490,0.06210020,-0.03111810,0.109924
0.04900060,0.06421170,-0.03326390,0.067702
0.05109460,0.06314790,-0.03135360,0.067314
0.03499610,0.06581850,-0.03108620,0.072786
0.05083170,0.06738700,-0.03049490,0.056572
-0.01970420,0.06670530,-0.03107090,0.011851
0.02683880,0.06703570,-0.03149840,0.038197
-0.07493820,0.06861860,-0.03088580,0.013573
-0.07222240,0.06888250,-0.03129390,0.027633
0.02465650,0.07004450,-0.03264630,0.033215
0.04742690,0.07120680,-0.03030270,0.019714
0.04469690,0.07276820,-0.03184440,0.042363
-0.06369170,0.07160530,-0.03177730,0.123509
-0.04283490,0.07549490,-0.03041740,0.022289
0.04445990,0.07478760,-0.03188700,0.085418
-0.06781010,0.07859500,-0.03177330,0.006386
-0.05094050,0.08411130,-0.03082790,0.005021
-0.02719060,0.08364990,-0.03211690,0.018910
-0.01730020,0.08354510,-0.03198650,0.021559
-0.05590240,0.08629270,-0.03281760,0.011839
-0.05441580,0.08552580,-0.03233180,0.016211
-0.02629970,0.08785470,-0.03112200,0.025574
-0.02021210,0.08699650,-0.03288110,0.051251
-0.06817460,0.08854160,-0.03221140,0.024619
-0.05863240,0.08881570,-0.03160090,0.010779
-0.06289040,0.09153620,-0.03092670,0.014331
-0.02416420,0.08942490,-0.03235050,0.045919
0.02150600,0.08826530,-0.03210620,0.005855
0.02415760,0.09006600,-0.03321730,0.006289
-0.01374410,0.09669060,-0.03300720,0.007980
-0.00989753,0.09596970,-0.03298630,0.003598
-0.00640448,0.09705630,-0.03294360,0.002480
-0.01379600,0.10057900,-0.03301700,0.007817
0.02896860,0.10072200,-0.03227250,0.006034
-0.00283902,0.10043300,-0.03302420,0.009901
-0.01307530,0.10470700,-0.03305590,0.005789
0.00672978,0.11240300,-0.03175360,0.012426
0.05030290,0.11244400,-0.03292520,0.004557
0.00516729,0.11346300,-0.03316200,0.006891
-0.00890122,0.11523200,-0.03322120,0.003485
0.03855800,0.12046100,-0.03239460,0.004248
0.03771680,0.12416100,-0.03212230,0.006602
0.01503160,0.12405100,-0.03159990,0.005349
0.02570080,0.13146301,-0.03235060,0.013293
0.00096495,0.13741700,-0.03259800,0.003691
0.04644440,0.14022000,-0.03316230,0.004920
0.04814460,0.14035200,-0.03243400,0.005562
0.00299232,0.13931599,-0.03274020,0.003831
0.00928737,0.14567500,-0.03236960,0.003815
0.03858460,0.14721499,-0.03305610,0.003748
-0.04452130,0.14740001,-0.03200430,0.012219
0.02212480,0.15291500,-0.03066910,0.004669
0.02427200,0.15113699,-0.03275640,0.003348
0.02616180,0.15306200,-0.03077580,0.004766
0.03082640,0.15129900,-0.03265740,0.003515
0.03053730,0.15317300,-0.03069830,0.005198
-0.04752290,0.15265600,-0.03135940,0.005559
-0.02905060,0.15731500,-0.03102020,0.050167
-0.02911940,0.15909100,-0.03283880,0.019156
-0.03137500,0.16530000,-0.03094880,0.043829
-0.05181550,0.16557799,-0.03168980,0.003845
-0.04915320,0.16955499,-0.03289030,0.027206
-0.03202170,0.16830499,-0.03219550,0.038509
-0.03537610,0.17233600,-0.03118180,0.047289
-0.05146230,0.17264600,-0.03197120,0.060593
-0.05311580,0.17494801,-0.03283720,0.070317
-0.05101510,0.17715800,-0.03058890,0.131859
-0.04755020,0.17874500,-0.03034580,0.210202
-0.04617200,0.18030401,-0.03186620,0.100777
