//X,Y,Z,Normal change rate (0.005448)
-0.03367240,0.17199600,-0.00166845,0.072048
-0.07549370,0.14142101,0.04715480,0.004878
-0.07528700,0.14643300,0.04285820,0.006029
-0.03951450,0.17110699,0.00053175,0.064464
0.03895670,0.10769100,0.01917180,0.000807
-0.08472710,0.10989100,0.00418236,0.022668
0.04527300,0.08687760,0.01916730,0.000741
0.01617830,0.12781900,0.02205350,0.000610
-0.00079625,0.03979180,0.04691410,0.012513
0.00187943,0.03932030,0.04631410,0.010721
-0.01629420,0.12794399,0.00453169,0.000728
-0.05149550,0.15715399,0.00995744,0.026844
-0.09082700,0.13510600,0.01920850,0.013416
-0.03551390,0.17672600,-0.00796363,0.021046
0.04067360,0.10526900,0.00391840,0.001733
-0.09183790,0.12763099,0.03424870,0.001495
0.04035700,0.09868110,-0.00493242,0.001286
0.04189050,0.09843300,-0.00168951,0.000808
0.04567640,0.08690300,0.01316620,0.000026
-0.03068740,0.17783999,-0.00499963,0.105985
-0.02756110,0.17784099,-0.00707927,0.141728
-0.07249670,0.12250600,0.05353710,0.010408
-0.07250400,0.14629699,0.04296820,0.005516
-0.06025430,0.13041399,0.03921710,0.002941
0.04311700,0.09236890,0.02516490,0.001090
-0.01027370,0.13001400,0.01622330,0.000416
-0.01605100,0.12874000,0.01302140,0.000493
-0.06928320,0.15561800,0.00759912,0.000656
0.01307560,0.12256700,0.03344260,0.004205
-0.01049890,0.12708300,0.02755860,0.000996
-0.06587580,0.15420701,0.03114170,0.000974
-0.07212440,0.15430300,0.03069110,0.000608
0.01907920,0.12074500,0.03283330,0.004272
-0.04242750,0.17201100,-0.00409152,0.015966
-0.04421760,0.17081501,-0.00391429,0.013913
-0.05768680,0.04009090,0.04647010,0.020357
-0.05447350,0.04007790,0.04691180,0.015099
-0.07513150,0.16313601,-0.01583460,0.016606
-0.07160070,0.16333000,-0.01329170,0.022574
0.03869380,0.10732500,0.02189000,0.000710
0.03948760,0.10770300,0.01316550,0.000471
0.04242650,0.09227400,-0.00480545,0.001705
-0.04549960,0.16375700,0.00547580,0.025887
-0.04256710,0.16303000,0.00496741,0.021632
-0.04258730,0.04017440,0.04332610,0.031373
-0.06932090,0.16689000,-0.02193050,0.009865
-0.02571270,0.08996610,0.04904410,0.003190
-0.08699340,0.13981301,0.00719530,0.003490
-0.01612430,0.12485400,0.02778790,0.000398
-0.03600170,0.17408000,-0.01189590,0.014206
-0.08908730,0.09220730,0.01044530,0.002164
-0.06443800,0.15674400,-0.01076880,0.005268
-0.06338010,0.15446401,-0.01065860,0.008075
-0.07198160,0.13916899,-0.00727849,0.029681
-0.06995880,0.14265700,0.04499950,0.013193
-0.07477130,0.16533500,-0.01948250,0.013480
-0.07671160,0.16524699,-0.02294200,0.033222
0.02994650,0.11486900,0.03002390,0.003282
0.04018560,0.10178300,0.02503380,0.001365
0.03790960,0.10846600,0.02253330,0.001025
0.04065660,0.10493100,0.01616340,0.000364
-0.01649750,0.11340500,0.03938510,0.000511
-0.07229910,0.11652600,0.05230390,0.011236
0.01399550,0.11401800,0.03794720,0.002288
0.01324380,0.11298500,0.03862880,0.002851
-0.08333120,0.11042200,0.02801610,0.040206
-0.03648700,0.17122500,0.00054504,0.047768
-0.06290300,0.11876300,-0.00952814,0.019870
-0.07082020,0.16591200,-0.04799430,0.002739
-0.09135590,0.14534000,0.02469370,0.014586
-0.01349270,0.11343900,0.04021320,0.000519
0.00434554,0.03946110,0.04585350,0.009339
-0.02201500,0.11404000,0.03751330,0.003128
-0.08945610,0.12743799,0.00428229,0.000974
0.01018970,0.11324300,0.03915520,0.004384
-0.07719980,0.17144300,-0.03666130,0.063200
0.02770810,0.11878600,0.02751540,0.001754
0.03148580,0.10173500,-0.01440810,0.001402
0.04239780,0.10147000,0.00417354,0.001249
0.00124502,0.11315700,0.04176710,0.004157
-0.06601960,0.14624999,0.04015260,0.016835
-0.07219270,0.12797700,0.05215650,0.012998
-0.01352050,0.12904300,0.00729319,0.000205
0.00451328,0.13169400,0.01063840,0.000442
-0.06361980,0.15110999,0.03619870,0.017477
0.03474810,0.11369100,0.02183850,0.000863
0.02236050,0.03988730,0.03975520,0.007080
0.01686690,0.09312680,0.04888930,0.008518
-0.01073520,0.11380400,0.04072890,0.000954
0.03763390,0.11057600,0.01314830,0.000236
-0.07846880,0.09569990,-0.01073390,0.003421
0.04156710,0.10038700,0.02191180,0.001020
0.04209670,0.10148000,0.01616270,0.000122
-0.07745430,0.11324200,-0.00418172,0.028802
-0.07797460,0.13614300,-0.00517306,0.003669
0.00713626,0.10445000,-0.02096480,0.002431
0.01054520,0.10492900,-0.02017870,0.009901
0.01045020,0.13000700,0.02185000,0.001040
0.00436678,0.13118900,0.01929990,0.000518
-0.00150120,0.13124800,0.01629690,0.000300
-0.03721530,0.12673500,0.01847630,0.002509
-0.03371480,0.12696500,0.00721525,0.000506
-0.02265130,0.12307800,0.02573670,0.000615
-0.06329420,0.15534700,0.00747969,0.003277
-0.04677080,0.13303800,0.01930690,0.000831
-0.03967440,0.17250299,-0.00160095,0.042461
-0.05737380,0.04256230,0.04540710,0.010779
-0.05449240,0.04271040,0.04578190,0.009067
-0.05152090,0.04281890,0.04515660,0.007703
-0.00451710,0.13073701,0.00729818,0.000105
-0.09036840,0.13445000,0.02521430,0.002517
-0.00751998,0.12262900,-0.01097250,0.003989
-0.04833630,0.03986520,0.04505560,0.015274
-0.04572420,0.03989810,0.04439940,0.008781
-0.04484480,0.04092490,0.04383580,0.004989
-0.06283680,0.17773800,-0.06041480,0.106650
-0.06609360,0.16365001,-0.01908830,0.004644
-0.03390580,0.12580900,0.01918990,0.000949
-0.08104290,0.15112200,0.03335120,0.001396
-0.06623020,0.15535100,0.00725164,0.001194
-0.00137539,0.12821400,0.02816320,0.001234
-0.08971580,0.09227220,0.01643710,0.005153
0.02171720,0.12118200,0.03092930,0.005072
-0.06565140,0.15783800,-0.00996411,0.003323
-0.03342720,0.12592700,0.00095427,0.000715
-0.03366450,0.12531701,-0.00149515,0.000543
-0.03612720,0.12626199,-0.00187720,0.001626
-0.08383430,0.10710500,0.00123436,0.003090
0.03908850,0.10119100,0.02794620,0.001214
0.03930750,0.10768500,0.01616500,0.000534
-0.04844580,0.15690801,0.00928743,0.014904
-0.00998795,0.11278300,0.04142920,0.001880
-0.03662050,0.17297600,-0.00077936,0.080131
0.04181220,0.10106300,0.01902140,0.000090
0.04488650,0.08685070,0.02216350,0.001245
-0.03099390,0.17891601,-0.00699613,0.100723
-0.02214520,0.15785000,-0.00499434,0.083825
0.02211880,0.12276800,0.02800030,0.002565
-0.00719402,0.13059600,0.01364500,0.000133
0.04073840,0.10225800,0.02237020,0.000958
-0.02751040,0.11596600,0.03307050,0.003326
-0.02474300,0.11617400,0.03387170,0.000976
-0.02185330,0.11586500,0.03605850,0.001369
-0.01950690,0.11613200,0.03685250,0.001763
-0.07535920,0.11658200,0.05196740,0.009251
-0.00098743,0.04239770,0.04674040,0.016990
0.00140122,0.04196770,0.04626470,0.013204
0.00450033,0.04203800,0.04573670,0.035589
0.00761783,0.04252900,0.04535920,0.030835
-0.05134070,0.16035999,0.00747488,0.020043
-0.04869670,0.16023301,0.00774777,0.024553
-0.04536900,0.15997900,0.00693595,0.022090
-0.00749255,0.11278500,0.04154500,0.000632
-0.07460620,0.13086499,0.05229520,0.003889
-0.06025500,0.15563300,0.02194910,0.000849
0.03048350,0.11877400,0.02166010,0.001264
0.03785390,0.10542500,-0.00230546,0.000888
-0.08293320,0.13700899,-0.00079242,0.002769
0.03757450,0.10198300,-0.00797775,0.002828
-0.03684540,0.16884699,0.00101734,0.051180
-0.07500310,0.12249100,0.05323630,0.011544
0.03541000,0.10675900,-0.00702409,0.002642
0.03739300,0.10468700,-0.00483898,0.000852
0.04588490,0.08691520,0.01016740,0.000296
-0.07182000,0.09294500,-0.01561920,0.001447
-0.06882990,0.09301480,-0.01646900,0.001225
-0.07536010,0.09289710,-0.01399940,0.006843
-0.02752580,0.18058300,-0.00765310,0.100586
-0.02600900,0.18067200,-0.00842404,0.209032
-0.05436540,0.15857200,0.00835465,0.013073
-0.05971740,0.15627000,0.00738716,0.023076
-0.06298880,0.15491401,0.00471080,0.027666
-0.03618220,0.12627800,0.01934760,0.002210
-0.02380230,0.12660900,0.01035790,0.000782
-0.07164500,0.14901200,0.04005390,0.004204
-0.06901480,0.15429901,0.03103060,0.000560
-0.07772780,0.09600240,0.03634370,0.001477
0.03891460,0.09912340,-0.00731532,0.003222
-0.08757920,0.13496099,0.00324767,0.006409
-0.04904650,0.04224420,0.04456270,0.005956
-0.04825810,0.04355690,0.04364290,0.008451
-0.04550550,0.04318330,0.04334200,0.007591
-0.04282600,0.04298090,0.04266360,0.011970
-0.03940200,0.04264260,0.04178590,0.051792
-0.06921450,0.16289900,-0.01344520,0.006673
-0.06787680,0.16159999,-0.01253610,0.009217
-0.06601250,0.15999299,-0.01310630,0.003583
-0.03082380,0.03665300,0.05149160,0.044912
-0.02841190,0.04286950,0.05180050,0.006481
-0.02632890,0.04349240,0.05268620,0.004946
-0.02497960,0.04249120,0.05372130,0.016382
-0.02224120,0.04275840,0.05367770,0.015171
0.01034370,0.13056000,0.01918880,0.000971
-0.04531550,0.16597199,0.00417742,0.028229
0.02194590,0.12433000,0.02489240,0.002489
-0.01338200,0.04263060,0.05077320,0.004243
-0.01141170,0.04263410,0.05005860,0.005088
-0.00990092,0.04263910,0.04961630,0.003897
-0.00741572,0.04264430,0.04880690,0.002412
-0.00444369,0.04265650,0.04784700,0.015951
-0.00246122,0.04266380,0.04717350,0.032932
0.01027670,0.04276850,0.04496630,0.016387
0.01925820,0.11342000,0.03708160,0.002275
-0.01603090,0.12827700,0.01884970,0.000639
-0.05321230,0.14561599,0.02259650,0.003123
-0.06203080,0.17213300,-0.05434690,0.005158
-0.03665530,0.17199899,-0.01257450,0.003949
-0.05379760,0.13078199,0.03449930,0.000781
-0.06563610,0.13326401,0.04286140,0.003626
0.04247510,0.10149200,0.01316020,0.000207
-0.03949810,0.16898701,0.00224699,0.046893
-0.03576960,0.17429900,-0.00216471,0.085547
-0.09319610,0.11944500,0.02530240,0.006757
0.04549860,0.08969740,0.00417680,0.001332
-0.00424118,0.11314400,0.04166140,0.001305
-0.04578060,0.16294099,-0.00822954,0.002113
-0.04114540,0.16291900,-0.01141490,0.004229
-0.05172530,0.06860390,0.03770920,0.007424
-0.03682510,0.09220120,-0.02373620,0.002757
-0.07235480,0.13921501,0.04789580,0.010691
-0.08355150,0.15136200,0.03050250,0.002887
-0.06140740,0.15550900,0.00654657,0.031095
-0.06829320,0.16591200,-0.05399940,0.001737
-0.00115436,0.12574100,0.03188140,0.001441
-0.02508930,0.12621599,0.00989222,0.000738
-0.03999540,0.12836400,0.00441119,0.000470
-0.07488320,0.14893200,0.03994550,0.001825
-0.07197200,0.16213900,-0.01113280,0.023792
-0.05861520,0.04370320,0.04402440,0.013532
-0.03848940,0.04365130,0.04099630,0.054732
-0.01331940,0.12894200,0.01924470,0.000669
-0.02253840,0.12627700,0.00426916,0.000676
-0.02780800,0.12467900,0.00135951,0.002542
-0.02947930,0.04460830,0.05039940,0.004842
-0.02767250,0.04518390,0.05060330,0.001152
-0.02527130,0.04556350,0.05155880,0.006200
-0.02220110,0.04478200,0.05306010,0.013918
-0.01947390,0.04529760,0.05225070,0.012035
-0.01652600,0.04533660,0.05099550,0.009140
-0.01403740,0.04460020,0.05044790,0.014599
-0.01328590,0.04555050,0.04953060,0.021032
-0.01053540,0.04513860,0.04878310,0.037036
-0.00751718,0.04506200,0.04782530,0.039579
-0.00517864,0.04478490,0.04732430,0.058693
-0.00383574,0.04521150,0.04698780,0.048390
-0.00150253,0.04495320,0.04671060,0.050140
0.00149944,0.04419390,0.04599520,0.051920
0.00450319,0.04416220,0.04587900,0.047089
0.00747900,0.04496100,0.04633130,0.018900
-0.00145338,0.12190100,0.03624830,0.001440
0.00728620,0.11328700,0.04023230,0.002519
-0.08073740,0.14917900,0.03685940,0.001614
-0.08066090,0.14764801,0.03903950,0.001381
-0.07773840,0.14832000,0.03992090,0.001912
-0.04441950,0.12803499,0.01927940,0.055946
-0.08087850,0.13076600,0.05225140,0.008413
-0.05092600,0.15427200,0.01118100,0.020309
0.03803640,0.09905940,-0.00880138,0.002388
0.04522700,0.08968750,0.01616300,0.000158
0.00137243,0.10420200,-0.02198360,0.001529
-0.07413510,0.08975310,-0.01501270,0.003337
-0.07180530,0.09007110,-0.01595690,0.002418
-0.06880940,0.09014550,-0.01681570,0.001218
0.02571450,0.11959500,0.02858520,0.001487
-0.03875660,0.16581300,0.00241151,0.047435
-0.00428030,0.13094801,0.01614380,0.000226
-0.07345100,0.13564800,0.05011770,0.008337
0.00735390,0.13046999,0.02198050,0.001064
-0.06608160,0.15497400,0.00474794,0.008710
-0.06685080,0.15924300,-0.01021610,0.006726
-0.02290300,0.09019740,0.05263340,0.003897
-0.03436210,0.12706199,0.00479070,0.000834
-0.00440906,0.09822410,0.05180790,0.003861
-0.01277550,0.12677599,0.02673410,0.001730
-0.01309910,0.12751301,0.02491330,0.001102
0.04835890,0.06908420,0.02497100,0.042793
-0.05743430,0.04563530,0.04297180,0.008239
-0.05432200,0.04584320,0.04304220,0.006979
-0.05150630,0.04590670,0.04253340,0.008755
-0.04850650,0.04519320,0.04240750,0.007582
-0.04549740,0.04518220,0.04197910,0.007708
-0.04249430,0.04515320,0.04147590,0.007976
-0.04049550,0.04514070,0.04146390,0.016177
-0.03929640,0.04590290,0.04065730,0.043077
-0.03713900,0.04571170,0.04053980,0.044354
-0.06958690,0.15664800,-0.00153024,0.026870
-0.08753580,0.15200201,0.02275940,0.004518
-0.07209260,0.15526000,0.02763300,0.000590
-0.07495790,0.15553001,0.02502400,0.000600
-0.00701164,0.09834160,0.05149310,0.002770
0.03007910,0.11567000,-0.00430465,0.002551
-0.09223470,0.11678700,0.03380970,0.009023
-0.03048750,0.04566260,0.04866950,0.007931
-0.02249140,0.04620180,0.05226670,0.017165
0.00150897,0.04582160,0.04767050,0.020848
0.00450134,0.04594560,0.04841970,0.011605
0.00697428,0.04591310,0.04810610,0.012036
0.01075180,0.04543130,0.04532550,0.022877
-0.03649320,0.11523800,0.03283060,0.001738
-0.03351170,0.11527800,0.03303250,0.002549
-0.04891550,0.11560500,0.03323770,0.017940
-0.00149351,0.11349600,0.04179750,0.001670
0.04322450,0.08390030,-0.00479118,0.001199
-0.00749150,0.11416300,0.04090950,0.000827
-0.06733160,0.14548500,0.04172270,0.014602
-0.03910230,0.17401899,-0.00423720,0.012030
0.01896090,0.12551500,0.02486640,0.002359
-0.01630040,0.12853201,0.01003760,0.000042
-0.02215000,0.12482300,0.02196740,0.000899
0.04026760,0.10492100,0.01916800,0.000412
0.03068580,0.04310690,0.02997060,0.012965
0.03376450,0.04277940,0.02863220,0.007590
-0.04809520,0.15687101,-0.00689889,0.009823
-0.02751450,0.17464700,-0.01811270,0.006960
0.02756300,0.08940550,-0.02182680,0.001048
-0.03082310,0.09230230,-0.02463770,0.035679
-0.08998360,0.15098999,0.01601160,0.011452
0.03411560,0.11326500,0.02516770,0.001271
0.03753740,0.10768800,0.02552650,0.003164
-0.02453840,0.18097401,-0.00974598,0.107806
0.02748310,0.09211250,0.04480260,0.003073
0.00736928,0.12828100,0.02780110,0.001812
-0.02791950,0.12577800,0.01032180,0.005689
-0.08871500,0.12194200,0.00179672,0.003986
-0.00418679,0.09960550,0.04959950,0.004492
-0.06414070,0.15395901,-0.00765007,0.006724
-0.02438700,0.08977460,0.05110710,0.002707
-0.04849880,0.04648700,0.04095260,0.007589
-0.04549810,0.04648870,0.04083820,0.013282
-0.04249790,0.04648410,0.04072470,0.009782
-0.02551180,0.09361950,-0.02937550,0.004586
-0.03083780,0.12425700,-0.00116670,0.003824
-0.02798960,0.04758150,0.04855320,0.004479
-0.02495190,0.04740090,0.05052080,0.012084
-0.02249040,0.04747210,0.05102880,0.016934
-0.01951220,0.04741330,0.05057590,0.025640
-0.01650820,0.04822300,0.04841520,0.084582
-0.01349920,0.04792310,0.04822540,0.092183
-0.01049450,0.04797340,0.04856470,0.064433
-0.00750831,0.04715040,0.04792550,0.061415
-0.00449384,0.04732940,0.04886880,0.031014
-0.00148602,0.04743400,0.04935160,0.018198
0.00150801,0.04743790,0.04982570,0.002326
0.00430027,0.04835650,0.05078100,0.005550
0.00549435,0.04747090,0.05000450,0.009213
0.00748504,0.04738510,0.04933630,0.004809
0.01034920,0.04831560,0.04837180,0.002591
-0.07797170,0.13724300,0.04980170,0.006319
-0.05828570,0.15167999,0.03294470,0.031639
-0.00499122,0.11418700,0.04105920,0.001691
-0.07500420,0.13726200,0.04970160,0.008214
-0.07206880,0.13645600,0.04906620,0.008020
-0.06939400,0.14876799,0.04009970,0.007162
-0.06666250,0.14858200,0.03926840,0.016153
-0.08147520,0.09302800,-0.00807067,0.003774
-0.07830320,0.14270100,0.04566890,0.002300
-0.07491380,0.15082100,0.03708470,0.000819
0.03364670,0.04572720,0.03032970,0.017503
0.03657080,0.04573330,0.03060270,0.007083
0.03960190,0.04599580,0.03088180,0.015522
-0.04235130,0.16013999,0.00446418,0.021161
0.03200310,0.11703600,0.02247010,0.001389
-0.04149950,0.16820601,0.00296291,0.041714
0.03901760,0.10482000,0.02533120,0.002328
-0.02532340,0.18299800,-0.01081680,0.128959
-0.02305080,0.18323500,-0.01101570,0.125059
-0.01005150,0.13016200,0.01346740,0.000575
-0.01927590,0.12778200,0.01040140,0.000076
0.00140012,0.12816501,0.02818710,0.001115
0.01038510,0.12261200,0.03435890,0.002964
-0.06899920,0.15031099,0.03840440,0.011421
-0.07525030,0.16103400,-0.01223310,0.017112
-0.06872980,0.16074000,-0.01015950,0.009534
-0.00439827,0.13026300,0.02188010,0.000699
-0.06340940,0.15148599,-0.00434684,0.047542
-0.06650630,0.15707199,-0.00730956,0.003917
-0.06942780,0.15964800,-0.00754605,0.024318
-0.05719680,0.04751570,0.03970550,0.006379
-0.05464750,0.04809880,0.03941960,0.007796
-0.05153490,0.04784130,0.03949310,0.024369
-0.04825050,0.04811300,0.03930580,0.025731
-0.04550250,0.04848460,0.03939320,0.019224
-0.04250230,0.04853450,0.03986640,0.010240
-0.03949270,0.04851980,0.03973540,0.016013
-0.03634510,0.04832380,0.03955500,0.048270
-0.06910410,0.16405100,-0.01588130,0.007157
-0.06670930,0.16267700,-0.01619400,0.008597
-0.06540500,0.16106500,-0.01595100,0.003619
-0.02548240,0.04866570,0.04894850,0.010550
-0.02249260,0.04868210,0.04918650,0.011078
-0.01949480,0.04864040,0.04855650,0.038522
-0.00748555,0.04888070,0.05016960,0.024778
-0.00449053,0.04889740,0.05042600,0.004077
-0.00149381,0.04890780,0.05072570,0.003666
0.00150569,0.04898870,0.05129950,0.004311
0.00749386,0.04888140,0.05047850,0.003860
-0.01049440,0.12239200,0.03457730,0.003340
0.04511710,0.09248100,0.00417963,0.000899
-0.09018690,0.11244700,0.01653070,0.004409
-0.05743100,0.15560199,0.01328040,0.018618
-0.07744280,0.12236200,0.05221870,0.016394
-0.06451960,0.14828500,0.03832030,0.013212
-0.06320610,0.14904401,0.03734880,0.015146
-0.06048040,0.14897899,0.03618370,0.015381
-0.08943010,0.14277700,0.03094740,0.012891
-0.07749230,0.13167100,0.05268470,0.007759
-0.00131797,0.13136700,0.01326020,0.000110
0.04427690,0.09220860,0.02149220,0.001703
0.04351260,0.09802660,0.01615910,0.000527
-0.04286700,0.12888899,0.00432825,0.016140
-0.06223380,0.14831500,-0.00476761,0.033769
-0.06434940,0.15335900,-0.00540282,0.007412
-0.06816520,0.15842900,-0.00684039,0.011337
-0.07186060,0.16013800,-0.00743550,0.022247
-0.05436500,0.04905940,0.03685310,0.017249
0.00398194,0.11277400,0.04132960,0.004424
-0.05181760,0.04910670,0.03660170,0.042622
-0.04900650,0.04906160,0.03795160,0.030605
-0.03375220,0.04930230,0.03963300,0.035030
-0.03670600,0.12721901,0.01609600,0.001824
-0.00718983,0.10092500,0.04536250,0.045432
-0.04237820,0.12868500,0.01345180,0.019137
-0.07203090,0.15835001,-0.00444698,0.034991
-0.02782880,0.04940350,0.04569130,0.010368
-0.02499470,0.04988250,0.04661500,0.003610
-0.02249720,0.04988880,0.04665900,0.072724
-0.01950440,0.04988720,0.04659410,0.108969
-0.01750030,0.04992250,0.04700610,0.098800
-0.01623310,0.05112580,0.04837180,0.092825
-0.01415200,0.05062940,0.04927520,0.028255
-0.01281650,0.05122000,0.05042140,0.010260
-0.01049670,0.05102180,0.05093400,0.003600
-0.00749549,0.05109650,0.05165160,0.007317
-0.00474434,0.05079960,0.05221080,0.009121
-0.00149600,0.05052700,0.05284340,0.011506
0.00150355,0.05081030,0.05246740,0.011836
0.00450406,0.05046540,0.05237240,0.008519
0.00749683,0.05110800,0.05170350,0.006636
0.01036490,0.05163520,0.05082190,0.008331
-0.06242990,0.14831901,-0.01057310,0.010603
-0.09078950,0.12200700,0.00628508,0.001036
-0.02712480,0.09172600,-0.03060770,0.004957
-0.07035120,0.17083600,-0.05203390,0.003444
-0.07449180,0.12814400,0.05272710,0.011569
-0.06062950,0.14250100,-0.00455213,0.019608
-0.09457160,0.12214500,0.01927730,0.002319
0.03367190,0.11325600,-0.00158678,0.001261
-0.05256990,0.13915201,0.02520780,0.006495
-0.00724387,0.12138900,0.03613120,0.001157
-0.01239850,0.12969799,0.01280250,0.000648
-0.06163830,0.15530600,-0.02458300,0.003974
-0.08547470,0.10700800,0.02135020,0.015581
-0.08954690,0.13997699,0.03118250,0.016020
-0.02772600,0.12438800,0.01922790,0.005627
-0.02812660,0.12525500,0.00425518,0.006747
0.03355840,0.04874680,0.03157600,0.024047
0.03649630,0.04912970,0.03155870,0.023675
0.03929270,0.04903950,0.03214710,0.012993
0.04279470,0.04876640,0.03186000,0.022633
-0.03969130,0.11584900,0.03314440,0.002360
-0.08814710,0.12192700,0.00030182,0.004713
-0.06391230,0.15505700,-0.03956840,0.002663
-0.06978380,0.12256800,0.05318190,0.014655
0.02817960,0.10169600,0.04003400,0.002070
-0.08754170,0.11894300,0.00059199,0.009322
-0.02776810,0.18116701,-0.01309120,0.097430
-0.04582300,0.16833501,0.00110778,0.019201
-0.06299980,0.15142600,-0.00756301,0.013530
-0.07474340,0.09523430,0.03933960,0.001591
0.01612680,0.12852401,0.01907580,0.000567
-0.01570530,0.09796750,0.04812710,0.005014
-0.00886180,0.12986501,0.02084620,0.001221
-0.03958350,0.12523501,0.02216570,0.004114
-0.05117480,0.05079640,0.03382210,0.046783
-0.05044570,0.05041770,0.03594760,0.048859
-0.04848100,0.05107410,0.03686150,0.030268
-0.04651780,0.05119390,0.03797480,0.022908
-0.04500780,0.05125060,0.03862290,0.017758
-0.04251190,0.05131000,0.03930910,0.011917
-0.03949150,0.05130940,0.03933740,0.003790
-0.03648410,0.05125940,0.03875610,0.048136
-0.03349620,0.05057660,0.03833380,0.050140
0.03332570,0.11555600,0.02202190,0.000973
-0.02717260,0.05105900,0.04211750,0.024767
-0.02480490,0.05136480,0.04265710,0.037063
-0.02294430,0.05167860,0.04338950,0.058812
-0.02145330,0.05181530,0.04478220,0.069987
-0.02016660,0.05171090,0.04598310,0.100603
-0.01879980,0.05234260,0.04754440,0.044122
-0.00400408,0.05195580,0.05336080,0.020450
-0.00149822,0.05202620,0.05407330,0.021965
