//X Y Z Normal_change_rate_(0.006)
22998
0.02448350 0.06343060 -0.04388990 0.248988
0.02570240 0.06338130 -0.04379430 0.194062
-0.02461220 0.16283600 -0.04381010 0.195757
-0.02477940 0.16180900 -0.04366720 0.169214
-0.02271880 0.16192800 -0.04382740 0.248171
-0.02110140 0.16275799 -0.04383780 0.273476
-0.02291090 0.16488799 -0.04370210 0.226972
-0.02378000 0.16425800 -0.04366870 0.223230
-0.02155200 0.16419999 -0.04366680 0.278287
-0.02479860 0.17361499 -0.04357500 0.176565
-0.02462440 0.17458700 -0.04367230 0.181846
-0.02328120 0.17464200 -0.04358880 0.185659
0.03638460 0.05856180 -0.04250550 0.074742
0.03444190 0.05888640 -0.04294540 0.088815
0.03808800 0.05881560 -0.04280090 0.085572
0.03900000 0.05967910 -0.04234170 0.118981
0.03298480 0.06027890 -0.04296340 0.179107
0.04004900 0.06066110 -0.04258150 0.184228
0.03244940 0.06158010 -0.04237360 0.233760
0.03079140 0.06219750 -0.04260760 0.214303
0.04099510 0.06237880 -0.04262290 0.173292
0.02116910 0.06308240 -0.04330990 0.228737
0.02911720 0.06278890 -0.04249190 0.097822
0.02694670 0.06416980 -0.04252710 0.168963
0.02758880 0.06318370 -0.04316250 0.133383
0.02263530 0.06432360 -0.04323040 0.192030
0.04100420 0.06460880 -0.04279790 0.115499
0.02483140 0.06444780 -0.04306670 0.251174
0.02153950 0.06381840 -0.04332710 0.228931
0.03618330 0.06508670 -0.04334450 0.247158
0.02293250 0.06576970 -0.04320830 0.205518
0.03639130 0.06612270 -0.04236380 0.208213
0.03848120 0.06594100 -0.04254480 0.051783
0.04059710 0.06586290 -0.04230330 0.083142
0.03528440 0.06649350 -0.04293070 0.235838
0.02448190 0.06636930 -0.04235770 0.199677
0.03458180 0.06820840 -0.04287970 0.025114
0.02495220 0.06768910 -0.04233330 0.186942
0.02581600 0.06857040 -0.04253540 0.180020
0.02720070 0.07021180 -0.04199670 0.209067
0.03271300 0.07008970 -0.04267550 0.036233
0.02854310 0.07056130 -0.04269990 0.185224
0.03096500 0.07091840 -0.04264940 0.085428
-0.02671420 0.16092600 -0.04273900 0.151967
-0.02468240 0.16106600 -0.04256570 0.181190
-0.02287870 0.16147900 -0.04245170 0.208831
-0.02659410 0.16309100 -0.04244740 0.179599
-0.02135160 0.16188300 -0.04219280 0.208400
-0.02085720 0.16302501 -0.04235180 0.211506
-0.02513090 0.16326000 -0.04330190 0.210048
-0.02487060 0.16488500 -0.04304800 0.205494
-0.02111990 0.16456500 -0.04246680 0.264519
-0.02254750 0.16571100 -0.04287520 0.222158
-0.02456300 0.17276300 -0.04260930 0.155587
-0.02664990 0.17267101 -0.04266820 0.150875
-0.02319900 0.17321000 -0.04202190 0.169877
-0.02317050 0.17466900 -0.04224110 0.187209
-0.02696530 0.17494901 -0.04270230 0.154800
-0.02464180 0.17555800 -0.04255100 0.172900
0.03403640 0.06944110 -0.04222200 0.021999
-0.02440000 0.16621500 -0.04249100 0.176353
-0.02844230 0.16101500 -0.04223680 0.118185
-0.02665330 0.16487101 -0.04239590 0.165808
-0.02867200 0.17286199 -0.04230530 0.151190
-0.02864140 0.17443299 -0.04219750 0.131273
0.03473430 0.05966090 -0.04202790 0.122928
0.02792420 0.06375000 -0.04213900 0.111301
0.04152080 0.06392500 -0.04212940 0.112363
0.03609010 0.06795920 -0.04183850 0.017230
0.02888450 0.07212810 -0.04197230 0.155390
0.03028090 0.07136870 -0.04182590 0.142496
-0.02666090 0.14974700 -0.04198020 0.221723
-0.02468310 0.14949900 -0.04201540 0.240854
-0.02649640 0.15103300 -0.04191910 0.181521
-0.02458990 0.15073401 -0.04191180 0.246230
-0.02860780 0.15956201 -0.04190050 0.116494
-0.02669930 0.16621700 -0.04203720 0.162885
-0.02299480 0.16613500 -0.04200470 0.194195
-0.02758640 0.17175999 -0.04200780 0.154772
0.02622680 0.06563920 -0.04176250 0.188838
0.02693310 0.07257230 -0.04169540 0.127025
0.02694030 0.07396420 -0.04189790 0.090248
0.02882210 0.07448450 -0.04199910 0.084115
0.02700490 0.07589490 -0.04178490 0.098677
0.02841550 0.07599080 -0.04191270 0.083735
-0.02858250 0.16477200 -0.04172400 0.148207
-0.02874130 0.17152900 -0.04169420 0.166023
0.03619210 0.06009340 -0.04049410 0.079392
0.03858550 0.06011920 -0.04055290 0.087715
0.03490230 0.06065730 -0.04086210 0.131596
0.04012410 0.06096240 -0.04026830 0.151519
0.03279330 0.06254440 -0.04068570 0.172099
0.04096580 0.06165170 -0.04056820 0.144800
0.04176010 0.06285770 -0.04088780 0.129079
0.03084400 0.06296840 -0.04108100 0.139317
0.02891640 0.06438790 -0.04049740 0.043725
0.04255700 0.06432460 -0.04055530 0.098866
0.04233840 0.06617590 -0.04044690 0.082037
0.02674990 0.06636900 -0.04072340 0.146804
0.03868560 0.06667190 -0.04096020 0.042081
0.04074070 0.06681910 -0.04082020 0.066466
0.02594200 0.06799640 -0.04035390 0.204833
0.03695570 0.06828820 -0.04109840 0.014540
0.02625410 0.07009570 -0.04101530 0.217558
0.03620640 0.06977810 -0.04028570 0.014587
0.03455110 0.07006130 -0.04064810 0.015979
0.03269240 0.07062950 -0.04053510 0.029268
0.03103850 0.07193500 -0.04084800 0.063315
0.02928890 0.07643960 -0.04108710 0.083748
0.02631350 0.07651210 -0.04118890 0.097773
0.02694900 0.07744990 -0.04066770 0.104163
-0.02628290 0.14882600 -0.04081180 0.207466
-0.02453510 0.14948000 -0.04049450 0.198262
-0.02772350 0.14976200 -0.04154720 0.177690
-0.02335200 0.14998101 -0.04145620 0.245908
-0.02437380 0.15121301 -0.04051040 0.231212
-0.02782300 0.15112700 -0.04160740 0.186303
-0.02674230 0.15177000 -0.04131270 0.187086
-0.03008950 0.15921700 -0.04168560 0.065991
-0.02865010 0.15856799 -0.04080620 0.128950
-0.03060950 0.16071400 -0.04024990 0.110722
-0.02581000 0.16007499 -0.04115700 0.173258
-0.02918260 0.16135800 -0.04104370 0.162579
-0.02474520 0.16049901 -0.04072290 0.158370
-0.02301710 0.16149899 -0.04063550 0.172915
-0.02800010 0.16313601 -0.04162660 0.182134
-0.02142920 0.16313900 -0.04137030 0.200556
-0.02147840 0.16476899 -0.04144170 0.210651
-0.02894530 0.16681901 -0.04089640 0.164799
-0.02259450 0.16507301 -0.04049430 0.193596
-0.02780800 0.16646700 -0.04158040 0.183212
-0.02427790 0.16658600 -0.04040200 0.144729
-0.02306360 0.16608199 -0.04073560 0.188576
-0.03262280 0.16713500 -0.04153950 0.035398
-0.02683640 0.16712400 -0.04050300 0.205268
-0.03065360 0.17084999 -0.04076950 0.205601
-0.02657940 0.17129099 -0.04051210 0.142821
-0.03028020 0.17251299 -0.04163420 0.171590
-0.02474780 0.17263800 -0.04065140 0.155550
-0.03098340 0.17311400 -0.04121260 0.190657
-0.02992300 0.17382500 -0.04177880 0.181619
-0.03063740 0.17429100 -0.04071000 0.183455
-0.02901720 0.17481300 -0.04040570 0.130937
-0.02675890 0.17499100 -0.04039760 0.152359
-0.02469780 0.17469899 -0.04080750 0.175282
-0.03457620 0.05397110 -0.04036280 0.044304
-0.03241210 0.05437100 -0.04043430 0.054056
-0.03438550 0.05634170 -0.04143300 0.038641
-0.03250470 0.05651670 -0.04140030 0.036564
-0.03661410 0.05643330 -0.04123640 0.019126
-0.03066260 0.05603700 -0.04103890 0.036231
-0.03318970 0.05657500 -0.04150170 0.029285
-0.03412300 0.05657500 -0.04150810 0.028732
-0.03081390 0.05805670 -0.04118290 0.032708
-0.03458970 0.05851280 -0.04130870 0.018735
-0.03682090 0.05832500 -0.04106210 0.017192
-0.03267590 0.05836590 -0.04125320 0.026378
-0.03275800 0.06023540 -0.04098750 0.010019
0.02597330 0.07232590 -0.04118490 0.115702
0.02577010 0.07428360 -0.04128160 0.087521
0.03059160 0.07431260 -0.04068020 0.048737
0.02846150 0.07742250 -0.04037310 0.099346
-0.02863310 0.14936100 -0.04057420 0.157699
-0.02896310 0.15130800 -0.04108590 0.163884
-0.03074140 0.15732700 -0.04022500 0.075579
-0.03067220 0.15876500 -0.04113520 0.065411
-0.02681220 0.15909600 -0.04028960 0.166632
-0.02905420 0.16293199 -0.04100090 0.176333
-0.03096550 0.16496301 -0.04080490 0.070151
-0.03072430 0.16689900 -0.04106930 0.109561
-0.03445690 0.16685100 -0.04117960 0.035632
-0.03307300 0.16607600 -0.04122510 0.029567
-0.03261890 0.16495401 -0.04029910 0.028545
-0.03424460 0.16853000 -0.04031400 0.029659
-0.03269650 0.16902600 -0.04038850 0.110286
-0.03094440 0.16869600 -0.04046410 0.134645
-0.02867550 0.17070501 -0.04046530 0.211841
-0.03630190 0.05406980 -0.04034380 0.046926
-0.03841180 0.05430210 -0.04022970 0.049162
-0.03878910 0.05644330 -0.04085420 0.037578
-0.02886560 0.05652710 -0.04058310 0.044162
-0.03875620 0.05808890 -0.04054160 0.018979
-0.02882230 0.05805670 -0.04096050 0.045447
-0.02694900 0.05824360 -0.04038130 0.044537
-0.03644790 0.06009690 -0.04075890 0.006783
-0.02897220 0.06022420 -0.04080420 0.031382
-0.02678100 0.06025980 -0.04083680 0.050281
-0.03089280 0.06033970 -0.04084640 0.020619
-0.03437490 0.06065680 -0.04090900 0.006468
0.03422030 0.06181530 -0.04025080 0.168920
0.02552820 0.06749450 -0.04102050 0.187713
0.03845320 0.06789370 -0.04026570 0.015003
0.02491710 0.07588340 -0.04034760 0.101444
0.02998220 0.07611580 -0.04029830 0.076121
-0.02350840 0.15037499 -0.04088750 0.208196
-0.02869390 0.15249699 -0.04052730 0.153627
-0.02684300 0.15248901 -0.04041130 0.178989
-0.03258090 0.15691800 -0.04027490 0.058389
-0.03269600 0.15893200 -0.04056310 0.033353
-0.02244860 0.16310599 -0.04031240 0.195179
-0.03075870 0.16302299 -0.04035580 0.110830
-0.03431340 0.16504000 -0.04028630 0.022753
-0.03639910 0.16689999 -0.04048510 0.034294
-0.03081460 0.05455770 -0.03997280 0.042862
-0.04089500 0.05613250 -0.04007820 0.038939
-0.03863770 0.06033920 -0.04005070 0.007185
-0.02553000 0.06018470 -0.04010920 0.053017
-0.03631090 0.06234620 -0.04007440 0.005797
-0.02871960 0.06216820 -0.04047840 0.032303
-0.03080040 0.06211980 -0.04048950 0.010085
-0.03475010 0.06254450 -0.04002240 0.007605
-0.03277160 0.06231730 -0.04024330 0.006581
-0.02518740 0.06223310 -0.04046760 0.048259
-0.02656890 0.06236460 -0.04069310 0.058773
0.03043670 0.06371390 -0.04013460 0.026899
-0.02466150 0.06417440 -0.04011280 0.050550
-0.02691640 0.06455060 -0.04026390 0.050657
-0.02477990 0.06592100 -0.04018140 0.042599
0.04049500 0.06770590 -0.03978550 0.044565
0.02484780 0.07059740 -0.04011510 0.165545
0.02448150 0.07251600 -0.04040960 0.108072
0.02448390 0.07411400 -0.04048570 0.104023
-0.03018330 0.14960299 -0.04004410 0.162687
-0.03053510 0.15125699 -0.04051930 0.157856
-0.02536800 0.15212700 -0.04054170 0.208975
-0.03452580 0.15647300 -0.04001210 0.026995
-0.03452480 0.15904599 -0.03997850 0.020555
-0.02890270 0.15792300 -0.04010930 0.170630
-0.03652000 0.16498201 -0.04012080 0.032364
-0.03614160 0.16819599 -0.03985940 0.025412
-0.03279850 0.17097600 -0.04008640 0.160040
-0.03268900 0.17287999 -0.04020310 0.142006
-0.03208660 0.17382701 -0.04018930 0.166825
-0.04051820 0.05452720 -0.03981270 0.062074
-0.02765160 0.05692500 -0.04016640 0.032685
-0.04066270 0.05811240 -0.03987470 0.022252
-0.03844310 0.06218800 -0.03995020 0.008131
-0.02875800 0.06431110 -0.04006750 0.026034
-0.02694620 0.06629230 -0.04003940 0.046059
-0.02640110 0.06798360 -0.03996100 0.041473
-0.02506560 0.06782780 -0.03989400 0.047744
0.03799210 0.06938540 -0.03982280 0.008781
-0.03083220 0.15284000 -0.03994070 0.138241
-0.03802080 0.16652100 -0.03985020 0.028016
-0.02910310 0.16864100 -0.03985750 0.205597
-0.03638810 0.05305020 -0.03866490 0.045558
-0.03444970 0.05298720 -0.03884340 0.036911
-0.03391300 0.05320080 -0.03951400 0.054428
-0.03323020 0.05327670 -0.03951170 0.047567
-0.02957300 0.05517500 -0.03990840 0.039877
-0.02620070 0.05776590 -0.03912850 0.036011
-0.02487800 0.06023530 -0.03879920 0.036697
0.03684960 0.06080740 -0.03917540 0.047664
0.03878970 0.06098590 -0.03874660 0.074816
-0.02448330 0.06211570 -0.03912940 0.045083
-0.07968020 0.06233050 -0.03979130 0.082475
0.03442810 0.06267270 -0.03873560 0.110650
0.04085740 0.06163260 -0.03836280 0.102563
0.04248600 0.06260880 -0.03865720 0.104445
-0.03234710 0.06321800 -0.03983340 0.006770
-0.03058690 0.06418560 -0.03978000 0.006880
0.03095630 0.06446280 -0.03862290 0.003176
-0.02880010 0.06586860 -0.03969540 0.019953
-0.02399800 0.06616480 -0.03907730 0.045023
0.02867650 0.06628840 -0.03865760 0.057897
0.04219210 0.06746740 -0.03966450 0.055074
0.02682240 0.06782460 -0.03830310 0.085684
-0.02439290 0.06807660 -0.03891520 0.035701
-0.02619920 0.06929800 -0.03964620 0.040686
0.02539140 0.06906830 -0.03905000 0.165777
0.02450370 0.06978250 -0.03847490 0.132429
0.03850150 0.07038540 -0.03859280 0.010553
0.03438620 0.07077730 -0.03879680 0.014865
0.03215840 0.07197160 -0.03964770 0.039784
0.03291830 0.07088140 -0.03938080 0.017337
0.02272600 0.07217500 -0.03976150 0.144057
0.02362700 0.07099710 -0.03980610 0.146668
0.02252120 0.07435280 -0.03991490 0.129076
0.02123260 0.07437640 -0.03964070 0.144153
0.03161150 0.07395830 -0.03976200 0.032870
0.03131650 0.07477510 -0.03949750 0.042675
0.02268640 0.07595820 -0.03855150 0.101627
0.02303360 0.07577200 -0.03951580 0.115450
0.03066340 0.07609060 -0.03869530 0.057077
0.02565890 0.07721490 -0.03954270 0.083354
0.02876690 0.07738720 -0.03850470 0.074387
0.02655400 0.07740650 -0.03821190 0.086242
-0.02670740 0.14920300 -0.03861450 0.167708
-0.03079750 0.14911801 -0.03858510 0.120912
-0.02895720 0.14877300 -0.03847190 0.113957
-0.02513380 0.15127601 -0.03898610 0.206506
-0.03205720 0.15126000 -0.03975620 0.103215
-0.03216090 0.15254000 -0.03975300 0.091818
-0.02539100 0.15255800 -0.03899320 0.189507
-0.03082000 0.15367100 -0.03912490 0.171582
-0.02889770 0.15365601 -0.03885530 0.215744
-0.03609470 0.15673700 -0.03973730 0.020582
-0.02896200 0.15694100 -0.03854640 0.171119
-0.03572660 0.15817200 -0.03980390 0.019125
-0.02550710 0.15952200 -0.03952010 0.150406
-0.03234680 0.16011500 -0.03977920 0.040048
-0.02456540 0.16080099 -0.03844180 0.135503
-0.02368070 0.16140400 -0.03943750 0.162370
-0.03244490 0.16309100 -0.03974890 0.020551
-0.03803950 0.16482000 -0.03957260 0.029867
-0.03630320 0.16431300 -0.03940780 0.029321
-0.03486000 0.16432101 -0.03945470 0.021650
-0.02504780 0.16654900 -0.03882700 0.140584
-0.02640780 0.16720399 -0.03839560 0.169259
-0.02769080 0.16787300 -0.03932390 0.241401
-0.03482480 0.16934700 -0.03931330 0.028015
-0.02806400 0.17034200 -0.03853420 0.186157
-0.02717510 0.17129400 -0.03843820 0.165949
-0.02672160 0.17308900 -0.03874770 0.154997
-0.03314900 0.17359100 -0.03948890 0.139573
-0.02582890 0.17356300 -0.03955480 0.168674
-0.03265930 0.17411700 -0.03853930 0.140555
-0.03075430 0.17449600 -0.03853210 0.153763
-0.02891570 0.17452900 -0.03864640 0.150274
-0.02727950 0.17438400 -0.03898620 0.138093
-0.03888250 0.05339050 -0.03937760 0.049419
-0.03853880 0.05306530 -0.03851520 0.051957
-0.03194160 0.05338620 -0.03923720 0.045427
-0.04088470 0.05359010 -0.03902970 0.060166
-0.04248110 0.05427320 -0.03861940 0.057642
-0.02870720 0.05473880 -0.03846100 0.031797
-0.04274790 0.05601090 -0.03931500 0.045465
-0.02816580 0.05570350 -0.03938580 0.038514
-0.04230680 0.05650080 -0.03954060 0.041210
-0.02692360 0.05631970 -0.03844100 0.025062
-0.04217300 0.05787290 -0.03966100 0.028099
-0.04309310 0.05826600 -0.03947770 0.024874
-0.04249380 0.06032970 -0.03934150 0.013900
-0.04018970 0.05925830 -0.03964010 0.012863
-0.07954580 0.06081050 -0.03965060 0.094954
-0.04064540 0.06068650 -0.03939440 0.012173
-0.07776500 0.06007760 -0.03906080 0.077906
-0.07836300 0.06105500 -0.03969000 0.085661
-0.08186180 0.06198430 -0.03922580 0.094744
-0.08113680 0.06250910 -0.03961040 0.070770
-0.07845630 0.06205830 -0.03972020 0.076300
-0.07784470 0.06260450 -0.03936370 0.080856
-0.04069860 0.06248160 -0.03914600 0.009357
-0.03857870 0.06304820 -0.03942700 0.008138
-0.03412300 0.06322500 -0.03961090 0.006306
0.03237700 0.06322500 -0.03973200 0.127385
0.04310260 0.06355110 -0.03901500 0.107666
-0.08099770 0.06392500 -0.03955980 0.080801
-0.08011000 0.06405920 -0.03954200 0.067522
-0.07962260 0.06454220 -0.03913900 0.072519
-0.03251410 0.06447960 -0.03897070 0.007569
-0.08218300 0.06428890 -0.03897320 0.071978
0.04415450 0.06443890 -0.03831240 0.084971
-0.03066840 0.06605230 -0.03889310 0.003824
0.04451710 0.06583530 -0.03861760 0.068319
-0.02935620 0.06653960 -0.03936420 0.012877
-0.02907720 0.06797040 -0.03917590 0.024133
0.04258710 0.06847210 -0.03902200 0.053046
0.04088200 0.06847420 -0.03909110 0.029134
-0.02776900 0.06874860 -0.03950930 0.034230
-0.02492400 0.06974470 -0.03829490 0.035371
-0.02873260 0.06993660 -0.03914060 0.038810
-0.02660990 0.07059520 -0.03888770 0.040432
0.02260170 0.07057790 -0.03870060 0.147991
0.02089660 0.07185520 -0.03926160 0.169500
0.02135200 0.07267500 -0.03954770 0.171091
0.02028620 0.07450760 -0.03875590 0.169172
0.03236070 0.07418350 -0.03875640 0.033202
0.02118110 0.07533500 -0.03827390 0.130019
0.02445050 0.07660970 -0.03851120 0.080737
-0.03313030 0.15095700 -0.03906990 0.094399
-0.03291530 0.15338901 -0.03912300 0.065834
-0.02676700 0.15349600 -0.03862450 0.200305
-0.03652120 0.15502700 -0.03848810 0.013630
-0.03437910 0.15493400 -0.03887100 0.029814
-0.03052150 0.15642400 -0.03882640 0.150052
-0.03681290 0.15912500 -0.03925540 0.016163
-0.02633180 0.15843400 -0.03837540 0.169694
-0.03279880 0.16129200 -0.03911770 0.030514
-0.03111450 0.16152500 -0.03942090 0.188510
-0.03319320 0.16253600 -0.03931640 0.020771
-0.03906850 0.16469800 -0.03921140 0.037240
-0.03900980 0.16719300 -0.03904040 0.028385
-0.03839740 0.16818701 -0.03830520 0.026265
-0.03645260 0.16907200 -0.03845380 0.025075
-0.02811400 0.16916899 -0.03850870 0.191481
-0.03401560 0.16988701 -0.03951640 0.071036
-0.03449570 0.17307600 -0.03882270 0.138058
-0.03047480 0.05372710 -0.03871160 0.037972
-0.04442960 0.05609010 -0.03876240 0.047781
-0.04438700 0.05784680 -0.03926360 0.030223
-0.04623690 0.05836870 -0.03885770 0.027760
-0.04609670 0.06025280 -0.03900960 0.013309
-0.04444800 0.06036020 -0.03918910 0.013393
-0.08010800 0.05976690 -0.03921360 0.083522
-0.08219320 0.06021060 -0.03855770 0.084326
-0.07615920 0.06210630 -0.03859240 0.073953
-0.04212750 0.06213490 -0.03889550 0.010300
-0.02396990 0.06405130 -0.03878070 0.042392
-0.07772640 0.06411810 -0.03858910 0.066596
-0.03633660 0.06446090 -0.03823290 0.011741
-0.03440750 0.06410950 -0.03881870 0.008852
-0.03132300 0.06474170 -0.03918110 0.007287
0.02744500 0.06705170 -0.03913750 0.132810
0.04443400 0.06804120 -0.03856020 0.040200
0.04070680 0.07005880 -0.03851430 0.014251
0.01887600 0.07225290 -0.03852780 0.249695
0.03306190 0.07219260 -0.03891300 0.017924
0.01919330 0.07400430 -0.03833300 0.216043
0.02534290 0.07705480 -0.03914120 0.074119
-0.03247060 0.14958100 -0.03838020 0.130653
-0.02556880 0.14985000 -0.03918290 0.197650
-0.03274440 0.15496799 -0.03883660 0.065665
-0.03745590 0.15652201 -0.03916290 0.013718
-0.03659260 0.16101500 -0.03869830 0.018610
-0.03436100 0.16119000 -0.03897020 0.018660
-0.03443310 0.16297600 -0.03900950 0.019676
-0.02362920 0.16315000 -0.03910500 0.169651
-0.02365350 0.16437501 -0.03924230 0.168874
-0.03470340 0.17077801 -0.03903460 0.112573
-0.03256110 0.05294820 -0.03811950 0.031904
-0.04070230 0.05308400 -0.03800030 0.068175
-0.03084140 0.05323100 -0.03800870 0.037748
-0.04616180 0.05613940 -0.03807750 0.043630
-0.02542780 0.05829430 -0.03813720 0.031815
-0.08174390 0.05899930 -0.03791920 0.099502
-0.07981710 0.05881320 -0.03815530 0.079170
-0.07816330 0.05893080 -0.03794050 0.075827
-0.04818850 0.06027730 -0.03847930 0.020066
-0.07625320 0.06041260 -0.03802180 0.075632
-0.08349990 0.06248380 -0.03821430 0.097736
-0.04616190 0.06232150 -0.03858500 0.010242
-0.04426950 0.06232440 -0.03870230 0.007714
0.03635530 0.06166920 -0.03826580 0.020629
-0.04040960 0.06440480 -0.03811020 0.008130
-0.03862920 0.06428030 -0.03824520 0.011703
-0.08206550 0.06581820 -0.03801400 0.069686
-0.07982720 0.06573410 -0.03826540 0.053511
-0.03076660 0.06793660 -0.03846770 0.012541
-0.03079870 0.06976520 -0.03861380 0.032880
0.04254950 0.06975480 -0.03850450 0.030182
0.04458670 0.06979410 -0.03803590 0.036027
0.03624450 0.07075830 -0.03832620 0.011891
-0.03082100 0.07168220 -0.03807970 0.050195
